,State,CBSASub,areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2000
164,6,METRO23420M23420,"Fresno, CA MSA",574,635,734,1067,1221,CA,799407
165,6,METRO25260M25260,"Hanford-Corcoran, CA MSA",537,561,648,945,1139,CA,129461
166,6,METRO31100MM4480,"Los Angeles-Long Beach, CA HUD Metro FMR Area",848,1025,1285,1751,2156,CA,9519338
168,6,METRO31460M31460,"Madera, CA MSA",513,549,712,1022,1053,CA,123109
169,6,METRO32900M32900,"Merced, CA MSA",502,553,668,973,1173,CA,210554
170,6,METRO33700M33700,"Modesto, CA MSA",615,666,780,1114,1327,CA,446997
171,6,METRO34900M34900,"Napa, CA MSA",810,912,1150,1672,2016,CA,124279
172,6,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",1042,1156,1462,2127,2453,CA,753197
173,6,METRO39820M39820,"Redding, CA MSA",498,567,689,1006,1212,CA,163256
174,6,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",715,781,911,1294,1512,CA,3254821
175,6,METRO40900M40900,"Sacramento--Arden-Arcade--Roseville, CA HUD Metro FMR Area",742,846,1008,1469,1712,CA,1628197
176,6,METRO40900MM9270,"Yolo, CA HUD Metro FMR Area",710,777,920,1340,1616,CA,168660
177,6,METRO41500M41500,"Salinas, CA MSA",874,980,1157,1683,1753,CA,401762
178,6,METRO41740M41740,"San Diego-Carlsbad-San Marcos, CA MSA",836,954,1158,1688,2036,CA,2813833
179,6,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",943,1130,1339,1865,2288,CA,2392557
180,6,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",1095,1343,1685,2236,2401,CA,1731183
181,6,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",939,1103,1302,1870,2051,CA,1682585
183,6,METRO42020M42020,"San Luis Obispo-Paso Robles, CA MSA",670,799,978,1424,1502,CA,246681
184,6,METRO42060M42060,"Santa Barbara-Santa Maria-Goleta, CA MSA",893,1008,1183,1493,1798,CA,399347
185,6,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",941,1106,1447,2107,2254,CA,255602
186,6,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",797,965,1206,1756,2041,CA,458614
187,6,METRO44700M44700,"Stockton, CA MSA",640,721,883,1220,1552,CA,563598
188,6,METRO46700M46700,"Vallejo-Fairfield, CA MSA",850,923,1057,1454,1760,CA,394542
189,6,METRO47300M47300,"Visalia-Porterville, CA MSA",542,575,661,964,992,CA,368021
190,6,METRO49700M49700,"Yuba City, CA MSA",467,529,641,933,1124,CA,139149
212,8,METRO14500M14500,"Boulder, CO MSA",750,852,1079,1572,1880,CO,269814
213,8,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",572,650,804,1160,1368,CO,516929
215,8,METRO19740M19740,"Denver-Aurora, CO MSA",616,702,889,1262,1471,CO,2179240
216,8,METRO22660M22660,"Fort Collins-Loveland, CO MSA",600,704,820,1195,1437,CO,251494
217,8,METRO24300M24300,"Grand Junction, CO MSA",508,510,611,891,1075,CO,116255
218,8,METRO24540M24540,"Greeley, CO MSA",571,586,708,1034,1229,CO,180926
219,8,METRO39380M39380,"Pueblo, CO MSA",489,509,672,879,1004,CO,141472
267,9,METRO14860M14860,"Danbury, CT HUD Metro FMR Area",918,1088,1250,1528,2083,CT,183303
268,9,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",681,854,1037,1239,1507,CT,345708
269,9,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",1072,1296,1647,2171,2821,CT,353556
270,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",669,801,979,1176,1460,CT,1101732
272,9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",841,914,1058,1329,1431,CT,113771
273,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",732,830,1003,1201,1372,CT,523037
274,9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",540,691,831,996,1064,CT,187200
275,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",614,743,873,1077,1195,CT,237630
276,9,METRO35980MM3280,"Colchester-Lebanon, CT HUD Metro FMR Area",655,766,1007,1204,1243,CT,21458
279,10,METRO20100M20100,"Dover, DE MSA",612,664,736,997,1278,DE,126697
280,10,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",694,792,947,1158,1397,DE,500265
282,11,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",948,1080,1225,1580,2068,DC,572059
283,12,METRO15980M15980,"Cape Coral-Fort Myers, FL MSA",622,681,777,1064,1095,FL,440888
284,12,METRO19660M19660,"Deltona-Daytona Beach-Ormond Beach, FL MSA",559,600,744,960,989,FL,443343
285,12,METRO23020M23020,"Fort Walton Beach-Crestview-Destin, FL MSA",513,590,665,970,1097,FL,170498
286,12,METRO23540M23540,"Gainesville, FL MSA",515,590,671,980,1010,FL,232392
287,12,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",617,688,806,1028,1196,FL,1100491
289,12,METRO29460M29460,"Lakeland, FL MSA",482,526,608,800,941,FL,483924
290,12,METRO33100M33100,"Miami-Fort Lauderdale-Miami Beach, FL MSA",702,805,967,1305,1497,FL,5007564
291,12,METRO34940M34940,"Naples-Marco Island, FL MSA",729,808,901,1151,1380,FL,251377
292,12,METRO36100M36100,"Ocala, FL MSA",509,537,616,845,869,FL,258916
293,12,METRO36740M36740,"Orlando, FL MSA",671,730,831,1048,1281,FL,1644561
294,12,METRO37340M37340,"Palm Bay-Melbourne-Titusville, FL MSA",498,613,710,976,1118,FL,476230
295,12,METRO37460M37460,"Panama City-Lynn Haven, FL MSA",528,544,636,894,993,FL,148217
296,12,METRO37860M37860,"Pensacola-Ferry Pass-Brent, FL MSA",512,557,619,902,1087,FL,412153
297,12,METRO38940M38940,"Port St. Lucie-Fort Pierce, FL MSA",592,597,748,964,993,FL,319426
298,12,METRO39460M39460,"Punta Gorda, FL MSA",503,563,708,1033,1245,FL,141627
299,12,METRO42260M42260,"Sarasota-Bradenton-Venice, FL MSA",625,685,824,1052,1156,FL,589959
300,12,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",534,588,739,995,1024,FL,297441
302,12,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",622,696,838,1079,1316,FL,2395997
303,12,METRO46940M46940,"Vero Beach, FL MSA",494,588,752,923,950,FL,112947
333,13,METRO10500M10500,"Albany, GA MSA",473,500,569,760,840,GA,157833
335,13,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",677,735,818,1014,1136,GA,4164323
341,13,METRO15260M15260,"Brunswick, GA MSA",472,513,569,816,1000,GA,93044
342,13,METRO16860M16860,"Chattanooga, TN-GA MSA",502,534,624,793,882,GA,129489
344,13,METRO19140M19140,"Dalton, GA HUD Metro FMR Area",475,516,571,751,774,GA,83525
346,13,METRO23580M23580,"Gainesville, GA MSA",626,680,757,958,1198,GA,139277
347,13,METRO25980M25980,"Hinesville-Fort Stewart, GA HUD Metro FMR Area",453,491,549,783,890,GA,61610
349,13,METRO31420M31420,"Macon, GA MSA",495,537,598,721,759,GA,222368
350,13,METRO40660M40660,"Rome, GA MSA",426,469,579,721,743,GA,90565
351,13,METRO42340M42340,"Savannah, GA MSA",597,649,732,970,1106,GA,293000
352,13,METRO46660M46660,"Valdosta, GA MSA",473,482,570,803,827,GA,119560
353,13,METRO47580M47580,"Warner Robins, GA MSA",535,537,648,923,1028,GA,110765
443,15,METRO26180M26180,"Honolulu, HI MSA",836,997,1205,1757,2069,HI,876156
448,16,METRO14260M14260,"Boise City-Nampa, ID HUD Metro FMR Area",520,618,706,1027,1129,ID,449659
450,16,METRO17660M17660,"Coeur d'Alene, ID MSA",509,551,662,963,1080,ID,108685
451,16,METRO26820M26820,"Idaho Falls, ID MSA",424,463,580,800,989,ID,101677
452,16,METRO30300M30300,"Lewiston, ID-WA MSA",449,466,588,811,978,ID,37410
453,16,METRO30860M30860,"Logan, UT-ID MSA",470,501,617,842,1038,ID,11329
454,16,METRO38540M38540,"Pocatello, ID MSA",380,435,547,797,962,ID,83103
487,17,METRO14060M14060,"Bloomington-Normal, IL MSA",467,524,665,888,1139,IL,150433
488,17,METRO16580M16580,"Champaign-Urbana, IL MSA",458,548,652,870,1144,IL,210275
489,17,METRO16980M16980,"Chicago-Naperville-Joliet, IL HUD Metro FMR Area",701,802,901,1102,1244,IL,8146264
492,17,METRO19180M19180,"Danville, IL MSA",364,425,560,680,701,IL,83919
493,17,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",436,480,605,782,846,IL,217351
494,17,METRO19500M19500,"Decatur, IL MSA",371,456,567,769,793,IL,114706
495,17,METRO28100M28100,"Kankakee-Bradley, IL MSA",498,558,713,929,1002,IL,103833
496,17,METRO37900M37900,"Peoria, IL MSA",426,496,621,800,923,IL,366899
497,17,METRO40420M40420,"Rockford, IL MSA",449,505,655,861,887,IL,320204
498,17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",513,559,694,905,967,IL,604929
501,17,METRO44100M44100,"Springfield, IL MSA",402,477,613,809,924,IL,201437
568,18,METRO11300M11300,"Anderson, IN MSA",514,516,632,793,823,IN,133358
569,18,METRO14020M14020,"Bloomington, IN HUD Metro FMR Area",479,560,659,961,1083,IN,120563
572,18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",535,636,776,939,966,IN,645928
574,18,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",459,539,701,950,1005,IN,73883
575,18,METRO18020M18020,"Columbus, IN MSA",598,605,719,884,1018,IN,71435
576,18,METRO21140M21140,"Elkhart-Goshen, IN MSA",555,557,679,856,881,IN,182791
577,18,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",396,470,578,713,812,IN,251366
579,18,METRO23060M23060,"Fort Wayne, IN MSA",483,504,640,783,804,IN,390156
580,18,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",519,603,720,935,1007,IN,1489085
582,18,METRO29020M29020,"Kokomo, IN MSA",477,501,632,801,824,IN,101541
583,18,METRO29140M29140,"Lafayette, IN HUD Metro FMR Area",486,581,720,933,1195,IN,158376
585,18,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",448,508,601,846,879,IN,201620
587,18,METRO33140M33140,"Michigan City-La Porte, IN MSA",420,491,621,835,861,IN,110106
588,18,METRO34620M34620,"Muncie, IN MSA",503,528,654,863,966,IN,118769
589,18,METRO43780M43780,"South Bend-Mishawaka, IN HUD Metro FMR Area",492,547,665,849,874,IN,265559
590,18,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",388,431,556,692,816,IN,149192
638,19,METRO11180M11180,"Ames, IA MSA",532,566,693,1011,1220,IA,79981
639,19,METRO16300M16300,"Cedar Rapids, IA HUD Metro FMR Area",414,480,631,909,1107,IA,191701
643,19,METRO19780M19780,"Des Moines, IA MSA",489,582,705,907,998,IA,481394
644,19,METRO20220M20220,"Dubuque, IA MSA",385,418,551,742,842,IA,89143
645,19,METRO26980M26980,"Iowa City, IA HUD Metro FMR Area",465,539,686,1000,1205,IA,111006
647,19,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",502,565,700,956,987,IA,117917
648,19,METRO43580M43580,"Sioux City, IA-NE-SD MSA",413,484,635,799,852,IA,103877
649,19,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",392,484,580,716,1009,IA,140381
730,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",510,612,703,951,1000,KS,715580
732,20,METRO29940M29940,"Lawrence, KS MSA",501,526,680,994,1195,KS,99962
733,20,METRO41140M41140,"St. Joseph, MO-KS MSA",356,435,548,692,801,KS,8249
734,20,METRO45820M45820,"Topeka, KS MSA",455,497,600,774,829,KS,224551
735,20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",439,492,635,816,930,KS,545220
825,21,METRO14540M14540,"Bowling Green, KY MSA",433,490,601,810,929,KY,104166
828,21,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",491,509,593,860,885,KY,84862
829,21,METRO21060M21060,"Elizabethtown, KY MSA",392,424,518,754,896,KY,107547
831,21,METRO26580M26580,"Huntington-Ashland, WV-KY-OH MSA",371,443,534,664,719,KY,86643
832,21,METRO30460M30460,"Lexington-Fayette, KY MSA",445,536,659,901,938,KY,408326
836,21,METRO36980M36980,"Owensboro, KY MSA",366,420,539,753,869,KY,109875
922,22,METRO10780M10780,"Alexandria, LA MSA",438,438,528,672,691,LA,145035
923,22,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",618,666,774,1000,1194,LA,672653
925,22,METRO26380M26380,"Houma-Bayou Cane-Thibodaux, LA MSA",450,450,555,737,830,LA,194477
926,22,METRO29180M29180,"Lafayette, LA MSA",476,524,591,791,952,LA,239086
927,22,METRO29340M29340,"Lake Charles, LA MSA",444,488,592,751,1039,LA,193568
928,22,METRO33740M33740,"Monroe, LA MSA",421,445,557,733,757,LA,170053
929,22,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",769,855,1009,1315,1426,LA,1316510
930,22,METRO43340M43340,"Shreveport-Bossier City, LA MSA",464,509,610,778,802,LA,375965
966,23,METRO12620M12620,"Bangor, ME HUD Metro FMR Area",474,541,687,866,975,ME,87262
968,23,METRO30340M30340,"Lewiston-Auburn, ME MSA",398,487,611,755,846,ME,103793
969,23,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",636,767,979,1257,1303,ME,243537
970,23,METRO38860MM6450,"York-Kittery-South Berwick, ME HUD Metro FMR Area",833,837,1005,1463,1520,ME,41375
985,24,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",700,791,950,1220,1507,MD,2464740
986,24,METRO12580MM0721,"Columbia city, MD HUD Metro FMR Area",1122,1158,1353,1898,2124,MD,88254
987,24,METRO19060M19060,"Cumberland, MD-WV MSA",394,446,534,704,884,MD,74930
988,24,METRO25180M25180,"Hagerstown-Martinsburg, MD-WV MSA",485,539,672,929,1007,MD,131923
990,24,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",484,578,687,853,974,MD,84644
1000,25,METRO12700M12700,"Barnstable Town, MA MSA",651,772,1001,1196,1233,MA,222230
1001,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1154,1226,1434,1765,2061,MA,3208714
1002,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",890,932,1171,1399,1765,MA,237393
1003,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",726,913,1119,1336,1377,MA,264873
1004,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",789,934,1216,1453,1600,MA,290772
1005,25,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",496,585,710,907,934,MA,84699
1007,25,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",757,827,965,1155,1472,MA,233064
1008,25,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",664,807,1023,1260,1299,MA,108350
1009,25,METRO39300MM1200,"Easton-Raynham, MA HUD Metro FMR Area",873,1160,1347,1778,2223,MA,34038
1010,25,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",565,705,797,952,1254,MA,159226
1011,25,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",561,671,838,1015,1161,MA,612256
1013,25,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",661,748,905,1083,1155,MA,500104
1015,25,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",618,678,859,1056,1148,MA,139439
1019,26,METRO11460M11460,"Ann Arbor, MI MSA",717,802,973,1305,1446,MI,322895
1020,26,METRO12980M12980,"Battle Creek, MI MSA",442,516,636,769,792,MI,137985
1021,26,METRO13020M13020,"Bay City, MI MSA",404,466,556,768,790,MI,110157
1022,26,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",619,686,826,986,1017,MI,4295606
1024,26,METRO22420M22420,"Flint, MI MSA",525,546,665,835,862,MI,436141
1025,26,METRO24340M24340,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",528,564,679,866,908,MI,574335
1029,26,METRO26100M26100,"Holland-Grand Haven, MI MSA",560,578,675,983,1081,MI,238314
1030,26,METRO27100M27100,"Jackson, MI MSA",520,524,629,780,804,MI,158422
1031,26,METRO28020M28020,"Kalamazoo-Portage, MI MSA",505,531,655,877,1018,MI,314866
1032,26,METRO29620M29620,"Lansing-East Lansing, MI MSA",518,562,707,916,1028,MI,447728
1033,26,METRO33780M33780,"Monroe, MI MSA",630,632,761,1008,1099,MI,145945
1034,26,METRO34740M34740,"Muskegon-Norton Shores, MI MSA",421,436,565,754,776,MI,170200
1035,26,METRO35660M35660,"Niles-Benton Harbor, MI MSA",425,482,599,752,919,MI,162453
1036,26,METRO40980M40980,"Saginaw-Saginaw Township North, MI MSA",426,493,626,767,788,MI,210039
1095,27,METRO20260M20260,"Duluth, MN-WI MSA",383,462,587,745,903,MN,232199
1096,27,METRO22020M22020,"Fargo, ND-MN MSA",406,473,590,861,997,MN,51229
1097,27,METRO24220M24220,"Grand Forks, ND-MN MSA",389,481,601,773,1002,MN,31369
1098,27,METRO29100M29100,"La Crosse, WI-MN MSA",380,443,584,794,1024,MN,19718
1099,27,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",619,725,882,1168,1318,MN,2868847
1100,27,METRO40340M40340,"Rochester, MN HUD Metro FMR Area",541,591,771,1022,1116,MN,142008
1102,27,METRO41060M41060,"St. Cloud, MN MSA",456,497,591,833,996,MN,167392
1169,28,METRO25060M25060,"Gulfport-Biloxi, MS MSA",540,565,652,861,932,MS,246190
1170,28,METRO25620M25620,"Hattiesburg, MS MSA",407,475,565,822,848,MS,123812
1171,28,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",501,575,662,826,851,MS,469558
1177,28,METRO37700M37700,"Pascagoula, MS MSA",478,512,615,889,924,MS,150564
1243,29,METRO17860M17860,"Columbia, MO MSA",409,477,593,862,1021,MO,145666
1245,29,METRO27620M27620,"Jefferson City, MO HUD Metro FMR Area",389,418,532,755,875,MO,125225
1247,29,METRO27900M27900,"Joplin, MO MSA",353,419,531,684,705,MO,157322
1253,29,METRO44180M44180,"Springfield, MO HUD Metro FMR Area",376,430,557,809,916,MO,325721
1337,30,METRO13740M13740,"Billings, MT MSA",417,470,598,837,990,MT,138904
1338,30,METRO24500M24500,"Great Falls, MT MSA",363,432,560,757,883,MT,80357
1339,30,METRO33540M33540,"Missoula, MT MSA",461,539,671,897,1061,MT,95802
1392,31,METRO30700M30700,"Lincoln, NE HUD Metro FMR Area",445,503,641,897,1110,NE,250291
1481,32,METRO16180M16180,"Carson City, NV MSA",541,655,815,1188,1387,NV,52457
1482,32,METRO29820M29820,"Las Vegas-Paradise, NV MSA",622,728,861,1195,1453,NV,1375765
1483,32,METRO39900M39900,"Reno-Sparks, NV MSA",630,753,928,1354,1630,NV,342885
1500,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",711,820,1012,1353,1518,NH,206609
1501,33,METRO31700M31700,"Manchester, NH HUD Metro FMR Area",719,866,1070,1318,1469,NH,149985
1502,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",765,924,1156,1547,1670,NH,201863
1512,34,METRO12100M12100,"Atlantic City, NJ MSA",740,817,975,1266,1419,NJ,252552
1513,34,METRO35620M35620,"New York-Monmouth-Ocean, NY-NJ HUD Metro FMR Area",1014,1075,1222,1543,1738,NJ,1126217
1514,34,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",946,1035,1183,1492,1806,NJ,1373167
1515,34,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1018,1057,1225,1472,1581,NJ,608975
1516,34,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",1075,1120,1341,1750,2040,NJ,1169641
1517,34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",767,937,1070,1300,1495,NJ,1930552
1518,34,METRO36140M36140,"Ocean City, NJ MSA",639,682,846,1101,1137,NJ,102326
1520,34,METRO45940M45940,"Trenton-Ewing, NJ MSA",780,906,1090,1329,1443,NJ,350761
1521,34,METRO47220M47220,"Vineland-Millville-Bridgeton, NJ MSA",727,729,885,1073,1161,NJ,146438
1522,35,METRO10740M10740,"Albuquerque, NM MSA",485,571,721,1050,1259,NM,729649
1523,35,METRO22140M22140,"Farmington, NM MSA",477,480,573,772,842,NM,113801
1524,35,METRO29740M29740,"Las Cruces, NM MSA",444,480,533,764,808,NM,174682
1525,35,METRO42140M42140,"Santa Fe, NM MSA",627,738,889,1238,1347,NM,129292
1552,36,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",594,629,757,914,1001,NY,825875
1553,36,METRO13780M13780,"Binghamton, NY MSA",479,481,577,752,909,NY,252320
1554,36,METRO15380M15380,"Buffalo-Niagara Falls, NY MSA",519,523,625,778,867,NY,1170111
1555,36,METRO21300M21300,"Elmira, NY MSA",526,526,632,807,897,NY,91070
1556,36,METRO24020M24020,"Glens Falls, NY MSA",476,529,669,837,964,NY,124345
1557,36,METRO27060M27060,"Ithaca, NY MSA",656,662,791,944,1110,NY,96501
1558,36,METRO28740M28740,"Kingston, NY MSA",606,680,813,1030,1245,NY,177749
1560,36,METRO35620MM5380,"Nassau-Suffolk, NY HUD Metro FMR Area",996,1146,1350,1823,2002,NY,2753913
1561,36,METRO39100M39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",748,868,1037,1309,1412,NY,621517
1562,36,METRO40380M40380,"Rochester, NY MSA",517,576,702,860,904,NY,1037831
1563,36,METRO45060M45060,"Syracuse, NY MSA",512,513,617,795,873,NY,650154
1564,36,METRO46540M46540,"Utica-Rome, NY MSA",493,494,596,743,837,NY,299896
1592,37,METRO11700M11700,"Asheville, NC HUD Metro FMR Area",472,559,640,880,1124,NC,315138
1594,37,METRO15500M15500,"Burlington, NC MSA",596,630,721,962,991,NC,130800
1595,37,METRO16740M16740,"Charlotte-Gastonia-Concord, NC-SC HUD Metro FMR Area",593,644,714,915,1145,NC,1140559
1597,37,METRO20500M20500,"Durham, NC HUD Metro FMR Area",542,723,820,1105,1263,NC,390870
1599,37,METRO22180M22180,"Fayetteville, NC HUD Metro FMR Area",519,563,626,895,1054,NC,302963
1601,37,METRO24140M24140,"Goldsboro, NC MSA",392,496,564,724,896,NC,113329
1602,37,METRO24660M24660,"Greensboro-High Point, NC HUD Metro FMR Area",592,651,724,946,998,NC,551502
1604,37,METRO24780M24780,"Greenville, NC HUD Metro FMR Area",474,477,599,845,872,NC,133798
1606,37,METRO25860M25860,"Hickory-Lenoir-Morganton, NC MSA",474,498,573,731,821,NC,341851
1607,37,METRO27340M27340,"Jacksonville, NC MSA",478,501,576,813,1004,NC,150355
1608,37,METRO39580M39580,"Raleigh-Cary, NC MSA",707,779,867,1124,1266,NC,797071
1609,37,METRO40580M40580,"Rocky Mount, NC MSA",434,504,609,809,833,NC,143026
1610,37,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",672,706,811,1118,1401,NC,18190
1611,37,METRO48900M48900,"Wilmington, NC HUD Metro FMR Area",544,605,731,1026,1056,NC,233450
1613,37,METRO49180M49180,"Winston-Salem, NC MSA",494,571,654,897,1085,NC,421961
1674,38,METRO13900M13900,"Bismarck, ND MSA",423,453,554,806,828,ND,94719
1726,39,METRO10420M10420,"Akron, OH MSA",499,578,748,960,990,OH,694960
1727,39,METRO15940M15940,"Canton-Massillon, OH MSA",428,474,603,768,816,OH,406934
1730,39,METRO17460M17460,"Cleveland-Elyria-Mentor, OH MSA",524,598,728,954,1025,OH,2148143
1731,39,METRO18140M18140,"Columbus, OH HUD Metro FMR Area",480,553,695,879,993,OH,1612694
1732,39,METRO19380M19380,"Dayton, OH HUD Metro FMR Area",465,534,657,876,1049,OH,805816
1735,39,METRO30620M30620,"Lima, OH MSA",425,445,554,679,709,OH,108473
1736,39,METRO31900M31900,"Mansfield, OH MSA",360,438,555,729,819,OH,128852
1737,39,METRO37620M37620,"Parkersburg-Marietta, WV-OH MSA",403,421,534,716,775,OH,63251
1738,39,METRO41780M41780,"Sandusky, OH MSA",395,484,606,808,846,OH,79551
1739,39,METRO44220M44220,"Springfield, OH MSA",437,489,591,778,986,OH,144742
1740,39,METRO45780M45780,"Toledo, OH MSA",451,498,619,825,860,OH,659188
