,Unnamed: 0,State,CBSASub,Areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2000
264,1529,35,METRO42140M42140,"Santa Fe, NM MSA",724,852,1027,1431,1556,NM,129292.0
265,1556,36,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",749,793,954,1152,1261,NY,825875.0
266,1557,36,METRO13780M13780,"Binghamton, NY MSA",630,633,759,990,1195,NY,252320.0
267,1558,36,METRO15380M15380,"Buffalo-Niagara Falls, NY MSA",634,639,764,950,1060,NY,1170111.0
268,1559,36,METRO21300M21300,"Elmira, NY MSA",690,691,829,1059,1176,NY,91070.0
269,1560,36,METRO24020M24020,"Glens Falls, NY MSA",624,693,877,1097,1264,NY,124345.0
270,1561,36,METRO27060M27060,"Ithaca, NY MSA",848,856,1023,1221,1435,NY,96501.0
271,1562,36,METRO28740M28740,"Kingston, NY MSA",784,880,1053,1334,1612,NY,177749.0
272,1563,36,METRO35620MM5380,"Nassau-Suffolk, NY HUD Metro FMR Area",1292,1487,1751,2364,2597,NY,2753913.0
273,1564,36,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1263,1365,1522,1907,1942,NY,8390776.0
274,1565,36,METRO39100M39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",866,1005,1201,1516,1636,NY,621517.0
275,1566,36,METRO40380M40380,"Rochester, NY MSA",625,696,848,1039,1092,NY,1037831.0
276,1567,36,METRO45060M45060,"Syracuse, NY MSA",666,668,803,1035,1136,NY,650154.0
277,1568,36,METRO46540M46540,"Utica-Rome, NY MSA",647,648,782,975,1098,NY,299896.0
278,1596,37,METRO11700M11700,"Asheville, NC HUD Metro FMR Area",533,630,722,993,1268,NC,315138.0
279,1598,37,METRO15500M15500,"Burlington, NC MSA",669,707,809,1079,1112,NC,130800.0
280,1599,37,METRO16740M16740,"Charlotte-Gastonia-Rock Hill, NC-SC HUD Metro FMR Area",707,768,851,1090,1364,NC,1140559.0
281,1601,37,METRO20500M20500,"Durham-Chapel Hill, NC HUD Metro FMR Area",602,803,910,1227,1401,NC,390870.0
282,1603,37,METRO22180M22180,"Fayetteville, NC HUD Metro FMR Area",608,661,734,1049,1236,NC,302963.0
283,1605,37,METRO24140M24140,"Goldsboro, NC MSA",459,582,661,848,1050,NC,113329.0
284,1606,37,METRO24660M24660,"Greensboro-High Point, NC HUD Metro FMR Area",596,654,728,951,1003,NC,551502.0
285,1608,37,METRO24780M24780,"Greenville, NC HUD Metro FMR Area",555,559,701,989,1020,NC,133798.0
286,1610,37,METRO25860M25860,"Hickory-Lenoir-Morganton, NC MSA",558,586,674,859,966,NC,341851.0
287,1611,37,METRO27340M27340,"Jacksonville, NC MSA",564,592,680,959,1185,NC,150355.0
288,1612,37,METRO39580M39580,"Raleigh-Cary, NC MSA",732,807,898,1165,1311,NC,797071.0
289,1613,37,METRO40580M40580,"Rocky Mount, NC MSA",453,526,635,843,869,NC,143026.0
290,1614,37,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",858,901,1035,1427,1787,NC,18190.0
291,1615,37,METRO48900M48900,"Wilmington, NC HUD Metro FMR Area",638,710,858,1204,1239,NC,233450.0
292,1617,37,METRO49180M49180,"Winston-Salem, NC MSA",519,600,687,942,1140,NC,421961.0
293,1678,38,METRO13900M13900,"Bismarck, ND MSA",484,517,633,920,946,ND,94719.0
296,1730,39,METRO10420M10420,"Akron, OH MSA",530,615,795,1020,1052,OH,694960.0
297,1731,39,METRO15940M15940,"Canton-Massillon, OH MSA",470,520,662,843,896,OH,406934.0
299,1734,39,METRO17460M17460,"Cleveland-Elyria-Mentor, OH MSA",564,643,783,1027,1102,OH,2148143.0
300,1735,39,METRO18140M18140,"Columbus, OH HUD Metro FMR Area",571,657,826,1045,1181,OH,1571785.0
301,1737,39,METRO19380M19380,"Dayton, OH HUD Metro FMR Area",541,621,764,1019,1220,OH,805816.0
303,1740,39,METRO30620M30620,"Lima, OH MSA",498,522,649,795,830,OH,108473.0
304,1741,39,METRO31900M31900,"Mansfield, OH MSA",421,513,649,852,957,OH,128852.0
305,1742,39,METRO37620M37620,"Parkersburg-Marietta-Vienna, WV-OH MSA",458,480,608,815,882,OH,63251.0
306,1743,39,METRO41780M41780,"Sandusky, OH MSA",461,565,708,944,988,OH,79551.0
307,1744,39,METRO44220M44220,"Springfield, OH MSA",514,574,694,914,1158,OH,144742.0
308,1745,39,METRO44600M44600,"Steubenville-Weirton, OH-WV MSA",409,471,596,749,783,OH,73894.0
309,1746,39,METRO45780M45780,"Toledo, OH MSA",499,551,685,912,951,OH,659188.0
310,1747,39,METRO48540M48540,"Wheeling, WV-OH MSA",386,471,596,763,892,OH,70226.0
311,1748,39,METRO49660M49660,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",490,546,667,840,921,OH,482671.0
313,1799,40,METRO30020M30020,"Lawton, OK MSA",487,526,649,946,1138,OK,114996.0
314,1800,40,METRO36420M36420,"Oklahoma City, OK HUD Metro FMR Area",559,604,738,1015,1151,OK,1017825.0
315,1803,40,METRO46140M46140,"Tulsa, OK HUD Metro FMR Area",548,593,738,987,1077,OK,803235.0
316,1866,41,METRO13460M13460,"Bend, OR MSA",607,706,831,1210,1266,OR,115367.0
317,1867,41,METRO18700M18700,"Corvallis, OR MSA",591,683,856,1245,1498,OR,78153.0
318,1868,41,METRO21660M21660,"Eugene-Springfield, OR MSA",545,666,840,1187,1349,OR,322959.0
319,1869,41,METRO32780M32780,"Medford, OR MSA",578,670,831,1205,1281,OR,181269.0
320,1870,41,METRO38900M38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",715,830,952,1385,1671,OR,1572771.0
321,1871,41,METRO41420M41420,"Salem, OR MSA",560,629,750,1088,1314,OR,347214.0
322,1897,42,METRO10900M10900,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",668,815,956,1255,1334,PA,637958.0
323,1898,42,METRO11020M11020,"Altoona, PA MSA",481,542,664,869,896,PA,129144.0
324,1899,42,METRO21500M21500,"Erie, PA MSA",492,557,724,887,951,PA,280843.0
325,1900,42,METRO25420M25420,"Harrisburg-Carlisle, PA MSA",605,672,842,1067,1186,PA,509074.0
326,1901,42,METRO27780M27780,"Johnstown, PA MSA",444,487,587,726,805,PA,152598.0
327,1902,42,METRO29540M29540,"Lancaster, PA MSA",596,716,883,1110,1151,PA,470658.0
328,1903,42,METRO30140M30140,"Lebanon, PA MSA",476,568,732,1014,1044,PA,120327.0
330,1906,42,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",578,629,759,961,1027,PA,2358695.0
331,1908,42,METRO39740M39740,"Reading, PA MSA",598,664,829,1105,1142,PA,373638.0
332,1909,42,METRO42540M42540,"Scranton--Wilkes-Barre, PA MSA",531,604,723,932,977,PA,560625.0
333,1910,42,METRO44300M44300,"State College, PA MSA",669,764,923,1126,1159,PA,135758.0
334,1911,42,METRO48700M48700,"Williamsport, PA MSA",479,557,682,888,942,PA,120044.0
335,1912,42,METRO49620M49620,"York-Hanover, PA MSA",558,626,800,976,1006,PA,381751.0
336,1913,42,METRO49660MM7610,"Sharon, PA HUD Metro FMR Area",520,530,672,807,910,PA,120293.0
338,1950,44,METRO39300MM5520,"Westerly-Hopkinton-New Shoreham, RI HUD Metro FMR Area",731,883,1123,1344,1576,RI,31812.0
339,1951,44,METRO39300N44005,"Newport-Middleton-Portsmouth, RI HUD Metro FMR Area",879,1068,1354,1917,2375,RI,60958.0
340,1952,45,METRO11340M11340,"Anderson, SC MSA",435,595,669,875,957,SC,165740.0
341,1954,45,METRO16700M16700,"Charleston-North Charleston-Summerville, SC MSA",726,803,896,1180,1371,SC,549033.0
343,1956,45,METRO17900M17900,"Columbia, SC HUD Metro FMR Area",650,715,796,1014,1107,SC,594511.0
344,1958,45,METRO22500M22500,"Florence, SC HUD Metro FMR Area",463,530,621,751,950,SC,125761.0
345,1960,45,METRO24860M24860,"Greenville-Mauldin-Easley, SC MSA",575,617,693,927,999,SC,490373.0
346,1962,45,METRO34820M34820,"Myrtle Beach-North Myrtle Beach-Conway, SC MSA",651,731,859,1090,1212,SC,196629.0
347,1963,45,METRO43900M43900,"Spartanburg, SC MSA",594,614,717,896,921,SC,253791.0
348,1964,45,METRO44940M44940,"Sumter, SC MSA",523,568,629,812,893,SC,104646.0
349,1990,46,METRO39660M39660,"Rapid City, SD HUD Metro FMR Area",566,614,779,1038,1069,SD,88565.0
351,1993,46,METRO43620M43620,"Sioux Falls, SD MSA",575,592,747,964,1132,SD,187093.0
354,2056,47,METRO17420M17420,"Cleveland, TN MSA",484,508,655,839,1064,TN,104015.0
355,2057,47,METRO27180M27180,"Jackson, TN MSA",528,584,735,1014,1041,TN,107377.0
356,2058,47,METRO27740M27740,"Johnson City, TN MSA",414,503,629,779,1001,TN,181607.0
357,2059,47,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",488,487,609,838,1016,TN,206611.0
358,2060,47,METRO28940M28940,"Knoxville, TN MSA",535,622,749,1027,1093,TN,616079.0
360,2062,47,METRO34100M34100,"Morristown, TN MSA",490,492,595,794,953,TN,123081.0
361,2063,47,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",662,739,851,1123,1203,TN,1251396.0
362,2124,48,METRO10180M10180,"Abilene, TX MSA",520,552,695,913,1161,TX,160245.0
363,2125,48,METRO11100M11100,"Amarillo, TX MSA",560,577,722,998,1130,TX,226522.0
364,2126,48,METRO12420M12420,"Austin-Round Rock-San Marcos, TX MSA",738,840,1026,1395,1614,TX,1249763.0
365,2127,48,METRO13140M13140,"Beaumont-Port Arthur, TX MSA",556,620,739,945,1001,TX,385090.0
366,2128,48,METRO15180M15180,"Brownsville-Harlingen, TX MSA",539,589,674,855,1000,TX,335227.0
367,2129,48,METRO17780M17780,"College Station-Bryan, TX MSA",634,722,882,1213,1250,TX,184885.0
368,2130,48,METRO18580M18580,"Corpus Christi, TX HUD Metro FMR Area",678,705,893,1230,1358,TX,380783.0
369,2132,48,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",701,780,947,1257,1523,TX,3451226.0
370,2133,48,METRO19100MM2800,"Fort Worth-Arlington, TX HUD Metro FMR Area",711,761,937,1271,1428,TX,1661525.0
371,2135,48,METRO21340M21340,"El Paso, TX MSA",523,563,665,964,1125,TX,679622.0
372,2136,48,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",690,767,931,1241,1560,TX,4450050.0
373,2139,48,METRO28660M28660,"Killeen-Temple-Fort Hood, TX HUD Metro FMR Area",593,631,799,1163,1404,TX,312952.0
374,2141,48,METRO29700M29700,"Laredo, TX MSA",544,605,719,998,1168,TX,193117.0
375,2142,48,METRO30980M30980,"Longview, TX HUD Metro FMR Area",578,603,695,954,982,TX,146670.0
376,2144,48,METRO31180M31180,"Lubbock, TX MSA",506,621,776,1105,1155,TX,249700.0
377,2145,48,METRO32580M32580,"McAllen-Edinburg-Mission, TX MSA",579,621,727,877,1007,TX,569463.0
378,2146,48,METRO33260M33260,"Midland, TX MSA",640,679,894,1303,1568,TX,116009.0
379,2147,48,METRO36220M36220,"Odessa, TX MSA",553,603,795,1134,1228,TX,121123.0
380,2148,48,METRO41660M41660,"San Angelo, TX MSA",497,566,719,1030,1194,TX,105781.0
381,2149,48,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",653,722,896,1193,1435,TX,1610028.0
382,2153,48,METRO43300M43300,"Sherman-Denison, TX MSA",657,664,791,1078,1163,TX,110595.0
384,2155,48,METRO46340M46340,"Tyler, TX MSA",582,667,786,1085,1123,TX,174706.0
385,2156,48,METRO47020M47020,"Victoria, TX HUD Metro FMR Area",521,609,759,978,1099,TX,91016.0
386,2158,48,METRO47380M47380,"Waco, TX MSA",631,633,792,1011,1044,TX,213517.0
387,2159,48,METRO48660M48660,"Wichita Falls, TX MSA",557,595,713,1001,1054,TX,151524.0
389,2338,49,METRO36260M36260,"Ogden-Clearfield, UT MSA",546,673,807,1104,1335,UT,442656.0
390,2339,49,METRO39340M39340,"Provo-Orem, UT MSA",604,650,753,1095,1319,UT,376774.0
391,2340,49,METRO41100M41100,"St. George, UT MSA",609,627,765,1098,1295,UT,90354.0
392,2341,49,METRO41620M41620,"Salt Lake City, UT HUD Metro FMR Area",680,747,884,1264,1478,UT,898387.0
393,2363,50,METRO15540M15540,"Burlington-South Burlington, VT MSA",894,997,1263,1656,1994,VT,198889.0
394,2376,51,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",618,671,745,1034,1307,VA,99488.0
395,2378,51,METRO16820M16820,"Charlottesville, VA MSA",704,845,980,1291,1631,VA,174021.0
396,2379,51,METRO19260M19260,"Danville, VA MSA",508,510,659,822,847,VA,110156.0
397,2380,51,METRO25500M25500,"Harrisonburg, VA MSA",545,626,745,1073,1159,VA,108193.0
399,2382,51,METRO31340M31340,"Lynchburg, VA MSA",568,571,685,884,1008,VA,228616.0
400,2383,51,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",791,857,958,1278,1526,VA,1071330.0
401,2385,51,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",585,591,768,1026,1115,VA,241023.0
404,2390,51,METRO49020M49020,"Winchester, VA-WV MSA",579,620,819,1138,1172,VA,82794.0
405,2435,53,METRO13380M13380,"Bellingham, WA MSA",638,706,884,1292,1526,WA,166814.0
406,2436,53,METRO14740M14740,"Bremerton-Silverdale, WA MSA",746,801,974,1388,1542,WA,231969.0
407,2437,53,METRO28420M28420,"Kennewick-Pasco-Richland, WA MSA",572,630,783,1071,1247,WA,191822.0
409,2439,53,METRO31020M31020,"Longview, WA MSA",505,633,724,1055,1189,WA,92948.0
410,2440,53,METRO34580M34580,"Mount Vernon-Anacortes, WA MSA",699,790,1001,1387,1645,WA,102979.0
411,2441,53,METRO36500M36500,"Olympia, WA MSA",673,760,947,1364,1664,WA,207355.0
413,2443,53,METRO42660MM7600,"Seattle-Bellevue, WA HUD Metro FMR Area",919,1048,1263,1800,2218,WA,2343058.0
414,2444,53,METRO42660MM8200,"Tacoma, WA HUD Metro FMR Area",699,816,1018,1483,1669,WA,700820.0
415,2445,53,METRO44060M44060,"Spokane, WA MSA",506,587,774,1053,1235,WA,417939.0
416,2446,53,METRO48300M48300,"Wenatchee-East Wenatchee, WA MSA",586,632,783,1077,1269,WA,99219.0
417,2447,53,METRO49420M49420,"Yakima, WA MSA",548,647,819,1093,1240,WA,222581.0
418,2470,54,METRO16620M16620,"Charleston, WV HUD Metro FMR Area",533,536,657,865,900,WV,284100.0
420,2473,54,METRO25180MM0877,"Martinsburg, WV HUD Metro FMR Area",583,620,753,999,1148,WV,90848.0
422,2475,54,METRO34060M34060,"Morgantown, WV MSA",487,530,637,854,936,WV,111200.0
427,2515,55,METRO11540M11540,"Appleton, WI MSA",556,581,737,1075,1106,WI,201602.0
429,2518,55,METRO20740M20740,"Eau Claire, WI MSA",506,534,678,944,1061,WI,148337.0
430,2519,55,METRO22540M22540,"Fond du Lac, WI MSA",536,583,697,896,977,WI,97296.0
431,2520,55,METRO24580M24580,"Green Bay, WI HUD Metro FMR Area",554,578,722,1020,1052,WI,246965.0
432,2522,55,METRO27500M27500,"Janesville, WI MSA",565,625,783,1020,1048,WI,152307.0
434,2524,55,METRO31540M31540,"Madison, WI HUD Metro FMR Area",631,782,928,1284,1606,WI,426526.0
435,2527,55,METRO33340M33340,"Milwaukee-Waukesha-West Allis, WI MSA",608,725,866,1091,1124,WI,1500741.0
437,2529,55,METRO36780M36780,"Oshkosh-Neenah, WI MSA",517,587,695,931,1178,WI,156763.0
438,2530,55,METRO39540M39540,"Racine, WI MSA",535,644,798,996,1074,WI,188831.0
439,2531,55,METRO43100M43100,"Sheboygan, WI MSA",472,571,677,865,1044,WI,112646.0
440,2532,55,METRO48140M48140,"Wausau, WI MSA",475,566,690,923,1009,WI,125834.0
441,2580,56,METRO16220M16220,"Casper, WY MSA",500,542,685,997,1202,WY,66533.0
442,2581,56,METRO16940M16940,"Cheyenne, WY MSA",565,606,758,1082,1330,WY,81607.0
443,2603,66,NCNTY66010N66010,Pacific Islands,852,921,1103,1608,1938,GU,154805.0
444,2604,72,METRO10380M10380,"Aguadilla-Isabela-San Sebastián, PR MSA",366,397,441,561,687,PR,312602.0
445,2605,72,METRO21940M21940,"Fajardo, PR MSA",459,499,553,805,938,PR,78533.0
446,2606,72,METRO25020M25020,"Guayama, PR MSA",435,467,522,720,918,PR,83570.0
447,2607,72,METRO32420M32420,"Mayagüez, PR MSA",415,449,499,597,825,PR,115048.0
448,2608,72,METRO38660M38660,"Ponce, PR MSA",469,509,564,804,911,PR,264919.0
449,2609,72,METRO41900M41900,"San Germán-Cabo Rojo, PR MSA",377,410,455,597,624,PR,136212.0
450,2610,72,METRO41980MM0470,"Arecibo, PR HUD Metro FMR Area",380,414,459,622,715,PR,174300.0
451,2611,72,METRO41980MM1310,"Caguas, PR HUD Metro FMR Area",433,470,522,690,816,PR,308365.0
452,2612,72,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",472,513,571,755,910,PR,1889094.0
453,2613,72,METRO41980N72923,"Barranquitas-Aibonito-Quebradillas, PR HUD Metro FMR Area",366,394,439,563,639,PR,137248.0
454,2614,72,METRO49500M49500,"Yauco, PR MSA",373,393,449,550,680,PR,118063.0
455,2615,72,NCNTY72923N72923,Puerto Rico HUD Nonmetro Area,404,437,486,643,688,PR,190656.0
456,2616,78,NCNTY78010N78010,"St. Croix Island, VI",618,649,776,1002,1187,VI,53234.0
457,2617,78,NCNTY78923N78923,"St. John/St. Thomas, VI",698,834,1075,1364,1406,VI,55378.0
