,Unnamed: 0,State,CBSASub,Areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2010
115,457,16,METRO30300M30300,"Lewiston, ID-WA MSA",447,566,731,946,1295,ID,39265
116,458,16,METRO30860M30860,"Logan, UT-ID MSA",510,513,680,978,1194,ID,12786
117,459,16,METRO38540M38540,"Pocatello, ID MSA",402,506,675,995,1196,ID,90656
118,492,17,METRO14060M14060,"Bloomington-Normal, IL MSA",583,632,832,1171,1415,IL,169572
119,493,17,METRO16020M16020,"Cape Girardeau-Jackson, MO-IL MSA",398,494,669,868,1058,IL,8238
120,494,17,METRO16580M16580,"Champaign-Urbana, IL MSA",563,706,860,1109,1493,IL,231891
121,495,17,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",812,922,1093,1393,1624,IL,8316650
122,499,17,METRO19180M19180,"Danville, IL MSA",572,625,782,993,1045,IL,81625
123,500,17,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",475,588,753,1015,1069,IL,214466
124,501,17,METRO19500M19500,"Decatur, IL MSA",432,552,720,1002,1098,IL,110768
125,502,17,METRO28100M28100,"Kankakee-Bradley, IL MSA",576,731,965,1358,1638,IL,113449
126,503,17,METRO37900M37900,"Peoria, IL MSA",452,592,760,983,1179,IL,379186
127,504,17,METRO40420M40420,"Rockford, IL MSA",513,587,790,1078,1224,IL,349431
128,505,17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",567,673,868,1131,1283,IL,638131
129,508,17,METRO44100M44100,"Springfield, IL MSA",496,613,780,1020,1075,IL,210170
130,574,18,METRO11300M11300,"Anderson, IN MSA",446,543,734,980,1067,IN,131636
131,575,18,METRO14020MM1020,"Bloomington, IN HUD Metro FMR Area",639,698,871,1215,1543,IN,137974
132,578,18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",513,692,862,1080,1152,IN,674592
133,580,18,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",496,621,825,1143,1258,IN,79262
134,581,18,METRO18020M18020,"Columbus, IN MSA",655,717,892,1173,1210,IN,76794
135,582,18,METRO21140M21140,"Elkhart-Goshen, IN MSA",492,610,795,1030,1211,IN,197559
136,583,18,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",558,598,773,985,1076,IN,265302
137,585,18,METRO23060M23060,"Fort Wayne, IN MSA",524,575,734,944,1071,IN,416257
138,586,18,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",549,677,842,1123,1310,IN,1718278
139,588,18,METRO29020M29020,"Kokomo, IN MSA",532,552,747,1001,1093,IN,98688
140,589,18,METRO29140M29140,"Lafayette, IN HUD Metro FMR Area",563,644,812,1063,1336,IN,181634
141,591,18,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",540,631,785,1086,1229,IN,224174
142,593,18,METRO33140M33140,"Michigan City-La Porte, IN MSA",487,565,765,1013,1022,IN,111467
143,594,18,METRO34620M34620,"Muncie, IN MSA",483,538,693,910,1227,IN,117671
144,595,18,METRO43780M43780,"South Bend-Mishawaka, IN HUD Metro FMR Area",562,639,818,1025,1093,IN,266931
145,596,18,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",424,526,712,887,1040,IN,150950
146,644,19,METRO11180M11180,"Ames, IA MSA",532,623,776,1098,1284,IA,89542
147,645,19,METRO16300M16300,"Cedar Rapids, IA HUD Metro FMR Area",473,588,795,1077,1198,IA,211226
149,649,19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",558,671,832,1158,1233,IA,569633
150,650,19,METRO20220M20220,"Dubuque, IA MSA",484,599,777,1042,1210,IA,93653
151,651,19,METRO26980MM3500,"Iowa City, IA HUD Metro FMR Area",560,671,855,1260,1514,IA,130882
152,653,19,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",509,681,855,1146,1273,IA,123145
153,654,19,METRO43580M43580,"Sioux City, IA-NE-SD MSA",456,595,766,1006,1130,IA,102172
154,655,19,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",489,567,712,946,1261,IA,143543
155,736,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",559,719,891,1221,1360,KS,820354
156,738,20,METRO29940M29940,"Lawrence, KS MSA",528,666,863,1264,1388,KS,110826
157,739,20,METRO31740M31740,"Manhattan, KS MSA",623,627,825,1188,1461,KS,127081
158,740,20,METRO41140M41140,"St. Joseph, MO-KS MSA",501,541,723,927,1142,KS,7945
159,741,20,METRO45820M45820,"Topeka, KS MSA",443,561,744,1051,1276,KS,233870
160,742,20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",471,583,775,1069,1178,KS,598929
161,829,21,METRO14540M14540,"Bowling Green, KY MSA",506,522,689,875,1058,KY,125953
163,832,21,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",552,630,821,1088,1179,KY,88294
164,833,21,METRO21060M21060,"Elizabethtown, KY MSA",607,611,806,1187,1428,KY,119736
166,835,21,METRO26580M26580,"Huntington-Ashland, WV-KY-OH MSA",406,556,683,902,1108,KY,86452
167,836,21,METRO30460M30460,"Lexington-Fayette, KY MSA",543,634,830,1182,1324,KY,472099
169,841,21,METRO36980M36980,"Owensboro, KY MSA",500,519,702,908,999,KY,114752
170,927,22,METRO10780M10780,"Alexandria, LA MSA",582,591,720,976,1120,LA,153922
171,928,22,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",586,715,852,1061,1223,LA,769097
172,930,22,METRO26380M26380,"Houma-Bayou Cane-Thibodaux, LA MSA",509,587,794,1027,1406,LA,208178
173,931,22,METRO29180M29180,"Lafayette, LA MSA",508,677,803,1053,1302,LA,273738
174,932,22,METRO29340M29340,"Lake Charles, LA MSA",575,606,764,1018,1247,LA,199607
175,933,22,METRO33740M33740,"Monroe, LA MSA",545,548,723,900,966,LA,176441
176,934,22,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",691,818,1013,1271,1539,LA,1167764
177,935,22,METRO43340M43340,"Shreveport-Bossier City, LA MSA",650,729,906,1128,1235,LA,398604
178,971,23,METRO12620MM0730,"Bangor, ME HUD Metro FMR Area",598,691,873,1087,1262,ME,93971
179,973,23,METRO30340M30340,"Lewiston-Auburn, ME MSA",521,616,805,1015,1077,ME,107702
180,974,23,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",778,926,1144,1514,1590,ME,259236
181,975,23,METRO38860MM6450,"York-Kittery-South Berwick, ME HUD Metro FMR Area",837,916,1205,1626,1632,ME,42689
182,990,24,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",833,985,1232,1574,1713,MD,2710489
183,991,24,METRO12580MM0721,"Columbia city, MD HUD Metro FMR Area",1130,1411,1679,2151,2359,MD,99615
184,992,24,METRO19060M19060,"Cumberland, MD-WV MSA",468,553,656,893,1018,MD,75087
185,993,24,METRO25180MM3180,"Hagerstown, MD HUD Metro FMR Area",577,701,907,1255,1273,MD,147430
187,995,24,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",588,731,989,1273,1403,MD,98733
189,1005,25,METRO12700M12700,"Barnstable Town, MA MSA",883,984,1320,1726,1813,MA,215888
190,1006,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1163,1299,1622,2020,2196,MA,3310883
191,1007,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",913,919,1200,1531,1622,MA,246362
192,1008,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",850,970,1245,1551,1664,MA,279244
193,1009,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",802,924,1186,1477,1739,MA,297547
194,1010,25,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",584,751,890,1108,1250,MA,82726
195,1012,25,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",739,834,1018,1268,1517,MA,236054
196,1013,25,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",822,868,1129,1406,1509,MA,111586
197,1014,25,METRO39300MM1200,"Easton-Raynham, MA HUD Metro FMR Area",986,1087,1375,1960,1967,MA,36495
198,1015,25,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",731,773,917,1142,1225,MA,164150
199,1016,25,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",652,782,978,1221,1391,MA,625254
200,1018,25,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",715,873,1099,1369,1496,MA,534614
201,1020,25,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",647,878,1087,1354,1610,MA,143062
202,1024,26,METRO11460M11460,"Ann Arbor, MI MSA",728,877,1040,1422,1842,MI,344791
203,1025,26,METRO12980M12980,"Battle Creek, MI MSA",439,574,723,912,1011,MI,136146
204,1026,26,METRO13020M13020,"Bay City, MI MSA",453,595,761,1015,1200,MI,107771
205,1027,26,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",548,697,909,1212,1324,MI,4115283
206,1029,26,METRO22420M22420,"Flint, MI MSA",451,583,758,989,1117,MI,425790
207,1030,26,METRO24340M24340,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",549,622,780,1088,1225,MI,602622
208,1034,26,METRO26100M26100,"Holland-Grand Haven, MI MSA",622,649,770,1064,1136,MI,263801
209,1035,26,METRO27100M27100,"Jackson, MI MSA",513,596,774,1064,1068,MI,160248
210,1036,26,METRO28020M28020,"Kalamazoo-Portage, MI MSA",498,604,768,1011,1230,MI,326589
211,1037,26,METRO29620M29620,"Lansing-East Lansing, MI MSA",525,669,832,1106,1341,MI,464036
212,1038,26,METRO33780M33780,"Monroe, MI MSA",503,630,845,1089,1288,MI,152021
213,1039,26,METRO34740M34740,"Muskegon-Norton Shores, MI MSA",452,562,760,1036,1186,MI,172188
214,1040,26,METRO35660M35660,"Niles-Benton Harbor, MI MSA",520,591,771,1037,1207,MI,156813
215,1041,26,METRO40980M40980,"Saginaw-Saginaw Township North, MI MSA",443,588,739,984,1134,MI,200169
216,1100,27,METRO20260M20260,"Duluth, MN-WI MSA",518,622,817,1065,1186,MN,235612
217,1101,27,METRO22020M22020,"Fargo, ND-MN MSA",482,584,755,1113,1316,MN,58999
218,1102,27,METRO24220M24220,"Grand Forks, ND-MN MSA",466,568,760,1029,1240,MN,31600
219,1103,27,METRO29100M29100,"La Crosse, WI-MN MSA",458,573,770,1071,1303,MN,19027
220,1104,27,METRO31860M31860,"Mankato-North Mankato, MN MSA",603,689,862,1183,1527,MN,96740
221,1105,27,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",683,849,1062,1495,1765,MN,3154469
222,1106,27,METRO40340M40340,"Rochester, MN HUD Metro FMR Area",583,632,852,1141,1509,MN,164335
223,1108,27,METRO41060M41060,"St. Cloud, MN MSA",612,633,758,1001,1343,MN,189093
224,1173,28,METRO25060M25060,"Gulfport-Biloxi, MS MSA",700,721,866,1113,1187,MS,248820
225,1174,28,METRO25620M25620,"Hattiesburg, MS MSA",578,610,782,1047,1102,MS,142842
226,1175,28,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",499,694,838,1044,1147,MS,511554
228,1181,28,METRO37700M37700,"Pascagoula, MS MSA",647,651,817,1122,1130,MS,162246
230,1248,29,METRO17860M17860,"Columbia, MO MSA",568,583,751,1099,1329,MO,172786
231,1251,29,METRO27620N29051,"Jefferson City, MO HUD Metro FMR Area",369,458,620,863,892,MO,89868
232,1253,29,METRO27900M27900,"Joplin, MO MSA",492,499,665,908,912,MO,175518
236,1259,29,METRO44180M44180,"Springfield, MO HUD Metro FMR Area",469,517,696,1025,1029,MO,388798
237,1341,30,METRO13740M13740,"Billings, MT MSA",512,568,768,1062,1066,MT,158050
238,1342,30,METRO24500M24500,"Great Falls, MT MSA",505,527,676,978,996,MT,81327
239,1343,30,METRO33540M33540,"Missoula, MT MSA",583,632,790,1133,1399,MT,109299
240,1396,31,METRO30700M30700,"Lincoln, NE HUD Metro FMR Area",447,569,751,1044,1304,NE,285407
243,1485,32,METRO16180M16180,"Carson City, NV MSA",577,724,921,1313,1598,NV,55274
244,1486,32,METRO29820M29820,"Las Vegas-Paradise, NV MSA",669,836,1029,1516,1800,NV,1951269
245,1487,32,METRO39900M39900,"Reno-Sparks, NV MSA",585,742,981,1446,1737,NV,425417
248,1504,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",769,897,1140,1562,1630,NH,224012
249,1505,33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",679,900,1142,1422,1610,NH,157204
250,1506,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",821,933,1218,1637,1901,NH,211286
251,1516,34,METRO12100M12100,"Atlantic City-Hammonton, NJ MSA",873,1011,1256,1736,2018,NJ,274549
252,1517,34,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1153,1246,1477,1913,2169,NJ,1406342
253,1518,34,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1091,1199,1422,1809,1997,NJ,634266
254,1519,34,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",1020,1302,1603,2081,2729,NJ,1261651
255,1520,34,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",1000,1181,1467,2034,2392,NJ,1206947
256,1521,34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",1103,1143,1365,1761,2012,NJ,1962009
257,1522,34,METRO36140M36140,"Ocean City, NJ MSA",725,905,1219,1725,1815,NJ,97265
259,1524,34,METRO45940M45940,"Trenton-Ewing, NJ MSA",992,1120,1350,1765,2041,NJ,366513
260,1525,34,METRO47220M47220,"Vineland-Millville-Bridgeton, NJ MSA",831,959,1181,1517,1901,NJ,156898
261,1526,35,METRO10740M10740,"Albuquerque, NM MSA",543,682,836,1210,1481,NM,887077
262,1527,35,METRO22140M22140,"Farmington, NM MSA",523,562,760,947,1016,NM,130044
263,1528,35,METRO29740M29740,"Las Cruces, NM MSA",472,566,672,961,1069,NM,209233
264,1529,35,METRO42140M42140,"Santa Fe, NM MSA",795,865,1026,1375,1471,NM,144170
265,1556,36,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",733,830,1028,1280,1374,NY,870716
266,1557,36,METRO13780M13780,"Binghamton, NY MSA",577,610,780,1112,1261,NY,251725
267,1558,36,METRO15380M15380,"Buffalo-Niagara Falls, NY MSA",614,652,812,1038,1175,NY,1135509
268,1559,36,METRO21300M21300,"Elmira, NY MSA",514,617,809,1037,1161,NY,88830
269,1560,36,METRO24020M24020,"Glens Falls, NY MSA",576,738,897,1205,1376,NY,128923
270,1561,36,METRO27060M27060,"Ithaca, NY MSA",852,1044,1251,1733,1739,NY,101564
271,1562,36,METRO28740M28740,"Kingston, NY MSA",732,910,1180,1547,1792,NY,182493
272,1563,36,METRO35620MM5380,"Nassau-Suffolk, NY HUD Metro FMR Area",1198,1519,1871,2432,2801,NY,2832882
273,1564,36,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1323,1382,1638,2106,2360,NY,8586530
274,1565,36,METRO39100M39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",889,1027,1263,1582,1688,NY,670301
275,1566,36,METRO40380M40380,"Rochester, NY MSA",623,758,924,1165,1244,NY,1054323
276,1567,36,METRO45060M45060,"Syracuse, NY MSA",587,655,838,1099,1207,NY,662577
