,Unnamed: 0,State,CBSASub,Areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2010
112,453,16,METRO14260M14260,"Boise City-Nampa, ID HUD Metro FMR Area",450,601,756,1114,1238,ID,599842
113,455,16,METRO17660M17660,"Coeur d'Alene, ID MSA",524,624,790,1125,1386,ID,138494
114,456,16,METRO26820M26820,"Idaho Falls, ID MSA",436,515,697,983,1234,ID,130374
115,457,16,METRO30300M30300,"Lewiston, ID-WA MSA",430,544,703,910,1245,ID,39265
116,458,16,METRO30860M30860,"Logan, UT-ID MSA",487,491,650,935,1141,ID,12786
117,459,16,METRO38540M38540,"Pocatello, ID MSA",379,477,637,939,1128,ID,90656
118,492,17,METRO14060M14060,"Bloomington-Normal, IL MSA",640,694,913,1285,1552,IL,169572
119,493,17,METRO16020M16020,"Cape Girardeau-Jackson, MO-IL MSA",432,537,726,942,1148,IL,8238
120,494,17,METRO16580M16580,"Champaign-Urbana, IL MSA",603,756,921,1187,1599,IL,231891
121,495,17,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",775,881,1044,1331,1552,IL,8316650
122,499,17,METRO19180M19180,"Danville, IL MSA",555,606,758,962,1013,IL,81625
123,500,17,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",457,565,724,976,1028,IL,214466
124,501,17,METRO19500M19500,"Decatur, IL MSA",433,554,722,1005,1101,IL,110768
125,502,17,METRO28100M28100,"Kankakee-Bradley, IL MSA",477,605,799,1124,1356,IL,113449
126,503,17,METRO37900M37900,"Peoria, IL MSA",459,601,771,997,1197,IL,379186
127,504,17,METRO40420M40420,"Rockford, IL MSA",518,593,798,1089,1237,IL,349431
128,505,17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",567,673,868,1131,1283,IL,638131
129,508,17,METRO44100M44100,"Springfield, IL MSA",503,623,792,1036,1092,IL,210170
130,574,18,METRO11300M11300,"Anderson, IN MSA",435,528,715,954,1040,IN,131636
131,575,18,METRO14020MM1020,"Bloomington, IN HUD Metro FMR Area",607,663,828,1155,1467,IN,137974
132,578,18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",508,686,854,1070,1141,IN,674592
133,580,18,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",472,591,784,1086,1196,IN,79262
134,581,18,METRO18020M18020,"Columbus, IN MSA",650,711,885,1164,1201,IN,76794
135,582,18,METRO21140M21140,"Elkhart-Goshen, IN MSA",479,594,774,1002,1179,IN,197559
136,583,18,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",568,609,787,1003,1095,IN,265302
137,585,18,METRO23060M23060,"Fort Wayne, IN MSA",502,551,703,905,1025,IN,416257
138,586,18,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",540,666,828,1104,1288,IN,1718278
139,588,18,METRO29020M29020,"Kokomo, IN MSA",503,523,707,947,1034,IN,98688
140,589,18,METRO29140M29140,"Lafayette, IN HUD Metro FMR Area",567,649,819,1072,1347,IN,181634
141,591,18,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",519,607,755,1045,1182,IN,224174
142,593,18,METRO33140M33140,"Michigan City-La Porte, IN MSA",483,561,759,1005,1014,IN,111467
143,594,18,METRO34620M34620,"Muncie, IN MSA",488,544,701,920,1242,IN,117671
144,595,18,METRO43780M43780,"South Bend-Mishawaka, IN HUD Metro FMR Area",525,597,764,957,1021,IN,266931
145,596,18,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",460,572,774,964,1131,IN,150950
146,644,19,METRO11180M11180,"Ames, IA MSA",515,603,752,1064,1244,IA,89542
147,645,19,METRO16300M16300,"Cedar Rapids, IA HUD Metro FMR Area",418,520,703,952,1060,IA,211226
149,649,19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",550,660,819,1140,1214,IA,569633
150,650,19,METRO20220M20220,"Dubuque, IA MSA",478,592,767,1029,1194,IA,93653
151,651,19,METRO26980MM3500,"Iowa City, IA HUD Metro FMR Area",594,711,906,1335,1605,IA,130882
152,653,19,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",499,667,838,1123,1248,IA,123145
153,654,19,METRO43580M43580,"Sioux City, IA-NE-SD MSA",444,580,747,981,1102,IA,102172
154,655,19,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",528,612,769,1022,1362,IA,143543
155,736,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",569,732,907,1243,1384,KS,820354
156,738,20,METRO29940M29940,"Lawrence, KS MSA",510,644,834,1221,1342,KS,110826
157,739,20,METRO31740M31740,"Manhattan, KS MSA",628,632,831,1197,1472,KS,127081
158,740,20,METRO41140M41140,"St. Joseph, MO-KS MSA",548,592,791,1014,1249,KS,7945
159,741,20,METRO45820M45820,"Topeka, KS MSA",454,575,763,1078,1309,KS,233870
160,742,20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",482,596,793,1094,1206,KS,598929
161,829,21,METRO14540M14540,"Bowling Green, KY MSA",506,522,689,875,1058,KY,125953
163,832,21,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",539,615,802,1063,1152,KY,88294
164,833,21,METRO21060M21060,"Elizabethtown, KY MSA",477,481,634,934,1123,KY,119736
166,835,21,METRO26580M26580,"Huntington-Ashland, WV-KY-OH MSA",408,558,686,906,1113,KY,86452
167,836,21,METRO30460M30460,"Lexington-Fayette, KY MSA",503,588,769,1095,1226,KY,472099
169,841,21,METRO36980M36980,"Owensboro, KY MSA",467,484,655,847,932,KY,114752
170,927,22,METRO10780M10780,"Alexandria, LA MSA",566,576,701,950,1090,LA,153922
171,928,22,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",588,716,854,1064,1225,LA,769097
172,930,22,METRO26380M26380,"Houma-Bayou Cane-Thibodaux, LA MSA",528,608,823,1064,1458,LA,208178
173,931,22,METRO29180M29180,"Lafayette, LA MSA",535,713,845,1108,1370,LA,273738
174,932,22,METRO29340M29340,"Lake Charles, LA MSA",588,620,781,1041,1275,LA,199607
175,933,22,METRO33740M33740,"Monroe, LA MSA",554,557,735,915,982,LA,176441
176,934,22,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",688,815,1010,1268,1534,LA,1167764
177,935,22,METRO43340M43340,"Shreveport-Bossier City, LA MSA",579,649,807,1005,1100,LA,398604
178,971,23,METRO12620MM0730,"Bangor, ME HUD Metro FMR Area",618,714,902,1123,1304,ME,93971
179,973,23,METRO30340M30340,"Lewiston-Auburn, ME MSA",506,598,782,986,1046,ME,107702
180,974,23,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",724,862,1065,1409,1480,ME,259236
181,975,23,METRO38860MM6450,"York-Kittery-South Berwick, ME HUD Metro FMR Area",778,851,1120,1511,1517,ME,42689
182,990,24,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",847,1001,1252,1599,1741,MD,2710489
183,991,24,METRO12580MM0721,"Columbia city, MD HUD Metro FMR Area",1115,1391,1656,2122,2327,MD,99615
184,992,24,METRO19060M19060,"Cumberland, MD-WV MSA",454,537,637,867,988,MD,75087
185,993,24,METRO25180MM3180,"Hagerstown, MD HUD Metro FMR Area",660,802,1038,1436,1457,MD,147430
187,995,24,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",554,688,931,1198,1321,MD,98733
189,1005,25,METRO12700M12700,"Barnstable Town, MA MSA",843,940,1261,1649,1732,MA,215888
190,1006,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1134,1267,1582,1970,2142,MA,3310883
191,1007,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",927,933,1219,1555,1647,MA,246362
192,1008,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",794,906,1163,1448,1554,MA,279244
193,1009,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",834,960,1233,1536,1808,MA,297547
194,1010,25,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",556,715,848,1056,1191,MA,82726
195,1012,25,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",715,806,984,1226,1467,MA,236054
196,1013,25,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",822,867,1128,1405,1507,MA,111586
197,1014,25,METRO39300MM1200,"Easton-Raynham, MA HUD Metro FMR Area",975,1075,1360,1938,1945,MA,36495
198,1015,25,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",705,746,885,1102,1183,MA,164150
199,1016,25,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",673,807,1009,1260,1435,MA,625254
200,1018,25,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",657,803,1010,1258,1375,MA,534614
201,1020,25,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",556,755,934,1163,1383,MA,143062
202,1024,26,METRO11460M11460,"Ann Arbor, MI MSA",715,862,1022,1397,1810,MI,344791
203,1025,26,METRO12980M12980,"Battle Creek, MI MSA",443,579,730,921,1021,MI,136146
204,1026,26,METRO13020M13020,"Bay City, MI MSA",425,558,714,952,1126,MI,107771
205,1027,26,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",545,693,904,1206,1317,MI,4115283
206,1029,26,METRO22420M22420,"Flint, MI MSA",450,583,757,988,1116,MI,425790
207,1030,26,METRO24340M24340,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",551,625,783,1093,1229,MI,602622
208,1034,26,METRO26100M26100,"Holland-Grand Haven, MI MSA",672,702,832,1149,1228,MI,263801
209,1035,26,METRO27100M27100,"Jackson, MI MSA",540,627,815,1121,1125,MI,160248
210,1036,26,METRO28020M28020,"Kalamazoo-Portage, MI MSA",493,598,760,1000,1217,MI,326589
211,1037,26,METRO29620M29620,"Lansing-East Lansing, MI MSA",517,658,819,1089,1320,MI,464036
212,1038,26,METRO33780M33780,"Monroe, MI MSA",540,676,907,1169,1383,MI,152021
213,1039,26,METRO34740M34740,"Muskegon-Norton Shores, MI MSA",409,508,687,936,1072,MI,172188
214,1040,26,METRO35660M35660,"Niles-Benton Harbor, MI MSA",494,562,733,986,1148,MI,156813
215,1041,26,METRO40980M40980,"Saginaw-Saginaw Township North, MI MSA",458,607,763,1016,1171,MI,200169
216,1100,27,METRO20260M20260,"Duluth, MN-WI MSA",472,567,745,971,1081,MN,235612
217,1101,27,METRO22020M22020,"Fargo, ND-MN MSA",462,560,724,1067,1262,MN,58999
218,1102,27,METRO24220M24220,"Grand Forks, ND-MN MSA",471,574,769,1041,1254,MN,31600
219,1103,27,METRO29100M29100,"La Crosse, WI-MN MSA",438,549,737,1025,1247,MN,19027
220,1104,27,METRO31860M31860,"Mankato-North Mankato, MN MSA",522,597,747,1025,1323,MN,96740
221,1105,27,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",648,806,1008,1419,1676,MN,3154469
222,1106,27,METRO40340M40340,"Rochester, MN HUD Metro FMR Area",617,669,902,1208,1598,MN,164335
223,1108,27,METRO41060M41060,"St. Cloud, MN MSA",633,654,784,1035,1389,MN,189093
224,1173,28,METRO25060M25060,"Gulfport-Biloxi, MS MSA",714,736,884,1137,1211,MS,248820
225,1174,28,METRO25620M25620,"Hattiesburg, MS MSA",565,596,764,1023,1076,MS,142842
226,1175,28,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",492,685,827,1030,1132,MS,511554
228,1181,28,METRO37700M37700,"Pascagoula, MS MSA",697,701,880,1208,1218,MS,162246
230,1248,29,METRO17860M17860,"Columbia, MO MSA",550,564,727,1064,1286,MO,172786
231,1251,29,METRO27620N29051,"Jefferson City, MO HUD Metro FMR Area",408,507,686,955,986,MO,89868
232,1253,29,METRO27900M27900,"Joplin, MO MSA",485,492,656,896,899,MO,175518
236,1259,29,METRO44180M44180,"Springfield, MO HUD Metro FMR Area",468,515,694,1022,1026,MO,388798
237,1341,30,METRO13740M13740,"Billings, MT MSA",496,550,744,1029,1032,MT,158050
238,1342,30,METRO24500M24500,"Great Falls, MT MSA",501,523,670,969,988,MT,81327
239,1343,30,METRO33540M33540,"Missoula, MT MSA",661,717,895,1283,1585,MT,109299
240,1396,31,METRO30700M30700,"Lincoln, NE HUD Metro FMR Area",446,567,749,1041,1300,NE,285407
243,1485,32,METRO16180M16180,"Carson City, NV MSA",581,728,927,1322,1609,NV,55274
244,1486,32,METRO29820M29820,"Las Vegas-Paradise, NV MSA",675,843,1038,1530,1816,NV,1951269
245,1487,32,METRO39900M39900,"Reno-Sparks, NV MSA",586,744,983,1449,1741,NV,425417
248,1504,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",768,895,1138,1559,1627,NH,224012
249,1505,33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",666,882,1120,1395,1579,NH,157204
250,1506,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",851,967,1262,1696,1969,NH,211286
251,1516,34,METRO12100M12100,"Atlantic City-Hammonton, NJ MSA",847,981,1219,1685,1959,NJ,274549
252,1517,34,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1179,1274,1510,1956,2218,NJ,1406342
253,1518,34,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1073,1180,1399,1780,1965,NJ,634266
254,1519,34,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",998,1274,1568,2035,2669,NJ,1261651
255,1520,34,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",984,1163,1444,2002,2354,NJ,1206947
256,1521,34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",1097,1137,1358,1752,2002,NJ,1962009
257,1522,34,METRO36140M36140,"Ocean City, NJ MSA",663,827,1114,1576,1659,NJ,97265
259,1524,34,METRO45940M45940,"Trenton-Ewing, NJ MSA",958,1082,1304,1705,1971,NJ,366513
260,1525,34,METRO47220M47220,"Vineland-Millville-Bridgeton, NJ MSA",800,923,1137,1460,1830,NJ,156898
261,1526,35,METRO10740M10740,"Albuquerque, NM MSA",552,693,849,1229,1504,NM,887077
262,1527,35,METRO22140M22140,"Farmington, NM MSA",529,569,770,959,1029,NM,130044
263,1528,35,METRO29740M29740,"Las Cruces, NM MSA",551,662,785,1123,1249,NM,209233
264,1529,35,METRO42140M42140,"Santa Fe, NM MSA",803,874,1036,1389,1485,NM,144170
265,1556,36,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",704,797,987,1229,1319,NY,870716
266,1557,36,METRO13780M13780,"Binghamton, NY MSA",541,572,731,1042,1182,NY,251725
267,1558,36,METRO15380M15380,"Buffalo-Niagara Falls, NY MSA",571,607,755,965,1092,NY,1135509
268,1559,36,METRO21300M21300,"Elmira, NY MSA",539,647,849,1088,1219,NY,88830
269,1560,36,METRO24020M24020,"Glens Falls, NY MSA",690,884,1074,1443,1647,NY,128923
270,1561,36,METRO27060M27060,"Ithaca, NY MSA",829,1017,1218,1687,1693,NY,101564
271,1562,36,METRO28740M28740,"Kingston, NY MSA",703,875,1134,1487,1722,NY,182493
272,1563,36,METRO35620MM5380,"Nassau-Suffolk, NY HUD Metro FMR Area",1126,1427,1758,2286,2632,NY,2832882
273,1564,36,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1292,1349,1599,2056,2304,NY,8586530
274,1565,36,METRO39100M39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",940,1085,1335,1672,1784,NY,670301
275,1566,36,METRO40380M40380,"Rochester, NY MSA",595,724,882,1112,1188,NY,1054323
276,1567,36,METRO45060M45060,"Syracuse, NY MSA",593,662,847,1111,1220,NY,662577
277,1568,36,METRO46540M46540,"Utica-Rome, NY MSA",644,655,834,1105,1241,NY,299397
