,Unnamed: 0,State,CBSASub,Areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2000
54,189,6,METRO47300M47300,"Visalia-Porterville, CA MSA",583,619,711,1037,1067,CA,368021
55,190,6,METRO49700M49700,"Yuba City, CA MSA",586,664,804,1170,1409,CA,139149
56,212,8,METRO14500M14500,"Boulder, CO MSA",779,886,1121,1633,1953,CO,269814
57,213,8,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",599,680,841,1214,1431,CO,516929
58,215,8,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",638,728,921,1308,1524,CO,2179240
59,216,8,METRO22660M22660,"Fort Collins-Loveland, CO MSA",644,755,880,1282,1543,CO,251494
60,217,8,METRO24300M24300,"Grand Junction, CO MSA",609,610,732,1068,1288,CO,116255
61,218,8,METRO24540M24540,"Greeley, CO MSA",589,604,730,1066,1267,CO,180926
62,219,8,METRO39380M39380,"Pueblo, CO MSA",525,547,721,943,1077,CO,141472
63,267,9,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",905,1135,1377,1646,2001,CT,345708
64,268,9,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",1095,1356,1672,2058,2473,CT,183303
65,269,9,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",1284,1553,1973,2600,3380,CT,353556
66,270,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",748,896,1095,1315,1633,CT,1101732
67,272,9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",1010,1098,1271,1596,1720,CT,113771
68,273,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",862,978,1181,1414,1616,CT,523037
69,274,9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",657,840,1010,1210,1293,CT,187200
70,275,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",762,922,1084,1338,1484,CT,237630
71,276,9,METRO35980MM3280,"Colchester-Lebanon, CT HUD Metro FMR Area",751,879,1155,1381,1425,CT,21458
72,279,10,METRO20100M20100,"Dover, DE MSA",750,815,903,1223,1568,DE,126697
73,280,10,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",803,915,1095,1339,1615,DE,500265
74,282,11,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",1156,1318,1494,1927,2522,DC,572059
75,283,12,METRO14600M14600,"Bradenton-Sarasota-Venice, FL MSA",871,953,1147,1465,1609,FL,589959
76,284,12,METRO15980M15980,"Cape Coral-Fort Myers, FL MSA",879,962,1097,1503,1546,FL,440888
77,285,12,METRO19660M19660,"Deltona-Daytona Beach-Ormond Beach, FL MSA",754,809,1004,1295,1334,FL,443343
78,286,12,METRO23020M23020,"Fort Walton Beach-Crestview-Destin, FL MSA",704,810,913,1331,1506,FL,170498
79,287,12,METRO23540M23540,"Gainesville, FL MSA",683,783,891,1301,1341,FL,232392
80,288,12,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",718,800,938,1197,1392,FL,1100491
81,290,12,METRO29460M29460,"Lakeland-Winter Haven, FL MSA",665,727,840,1105,1299,FL,483924
82,291,12,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",1010,1130,1358,1878,2385,FL,1623018
83,292,12,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",946,1075,1289,1671,1968,FL,2253362
84,293,12,METRO33100MM8960,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",910,1066,1259,1780,1834,FL,1131184
85,294,12,METRO34940M34940,"Naples-Marco Island, FL MSA",1003,1112,1240,1583,1900,FL,251377
86,295,12,METRO36100M36100,"Ocala, FL MSA",699,737,846,1160,1194,FL,258916
87,296,12,METRO36740M36740,"Orlando-Kissimmee, FL MSA",917,997,1136,1432,1752,FL,1644561
88,297,12,METRO37340M37340,"Palm Bay-Melbourne-Titusville, FL MSA",675,832,963,1324,1516,FL,476230
89,298,12,METRO37380M37380,"Palm Coast, FL MSA",761,866,1087,1502,1907,FL,49832
90,299,12,METRO37460M37460,"Panama City-Lynn Haven-Panama City Beach, FL MSA",726,749,875,1230,1366,FL,148217
91,300,12,METRO37860M37860,"Pensacola-Ferry Pass-Brent, FL MSA",706,769,854,1244,1500,FL,412153
92,301,12,METRO38940M38940,"Port St. Lucie, FL MSA",815,822,1030,1328,1367,FL,319426
93,302,12,METRO39460M39460,"Punta Gorda, FL MSA",694,776,976,1424,1717,FL,141627
94,303,12,METRO42680M42680,"Sebastian-Vero Beach, FL MSA",677,806,1031,1265,1302,FL,112947
95,304,12,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",733,806,1014,1366,1405,FL,297441
96,306,12,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",758,848,1021,1315,1603,FL,2395997
97,335,13,METRO10500M10500,"Albany, GA MSA",572,605,688,919,1015,GA,157833
98,337,13,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",791,859,955,1183,1326,GA,4164323
99,343,13,METRO15260M15260,"Brunswick, GA MSA",568,617,684,981,1202,GA,93044
100,344,13,METRO16860M16860,"Chattanooga, TN-GA MSA",576,612,715,909,1011,GA,129489
102,346,13,METRO19140M19140,"Dalton, GA HUD Metro FMR Area",573,622,689,906,934,GA,83525
103,348,13,METRO23580M23580,"Gainesville, GA MSA",752,816,909,1151,1438,GA,139277
104,349,13,METRO25980M25980,"Hinesville-Fort Stewart, GA HUD Metro FMR Area",545,591,660,942,1071,GA,61610
105,351,13,METRO31420M31420,"Macon, GA MSA",597,647,721,869,915,GA,200611
106,353,13,METRO40660M40660,"Rome, GA MSA",512,565,697,868,895,GA,90565
107,354,13,METRO42340M42340,"Savannah, GA MSA",719,781,881,1167,1331,GA,293000
108,355,13,METRO46660M46660,"Valdosta, GA MSA",568,578,684,963,992,GA,119560
109,356,13,METRO47580M47580,"Warner Robins, GA MSA",645,648,782,1114,1241,GA,110765
110,446,15,METRO26180M26180,"Honolulu, HI MSA",1237,1474,1782,2598,3060,HI,876156
111,451,16,METRO14260M14260,"Boise City-Nampa, ID HUD Metro FMR Area",556,662,756,1099,1209,ID,449659
112,453,16,METRO17660M17660,"Coeur d'Alene, ID MSA",598,648,778,1131,1270,ID,108685
113,454,16,METRO26820M26820,"Idaho Falls, ID MSA",499,545,682,941,1163,ID,101677
114,455,16,METRO30300M30300,"Lewiston, ID-WA MSA",523,543,685,945,1140,ID,37410
115,456,16,METRO30860M30860,"Logan, UT-ID MSA",523,558,687,938,1156,ID,11329
116,457,16,METRO38540M38540,"Pocatello, ID MSA",443,509,639,931,1123,ID,83103
117,490,17,METRO14060M14060,"Bloomington-Normal, IL MSA",536,602,764,1020,1309,IL,150433
118,491,17,METRO16020M16020,"Cape Girardeau-Jackson, MO-IL MSA",411,467,609,808,1037,IL,9590
119,492,17,METRO16580M16580,"Champaign-Urbana, IL MSA",526,629,749,1000,1314,IL,210275
120,493,17,METRO16980M16980,"Chicago-Naperville-Joliet, IL HUD Metro FMR Area",790,903,1015,1240,1402,IL,8091720
121,497,17,METRO19180M19180,"Danville, IL MSA",417,487,642,779,804,IL,83919
122,498,17,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",493,543,684,884,957,IL,217351
123,499,17,METRO19500M19500,"Decatur, IL MSA",426,525,652,885,911,IL,114706
124,500,17,METRO28100M28100,"Kankakee-Bradley, IL MSA",549,615,786,1024,1104,IL,103833
125,501,17,METRO37900M37900,"Peoria, IL MSA",506,589,737,950,1096,IL,366899
126,502,17,METRO40420M40420,"Rockford, IL MSA",517,581,754,992,1021,IL,320204
127,503,17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",599,653,810,1056,1129,IL,604929
128,506,17,METRO44100M44100,"Springfield, IL MSA",462,548,705,931,1063,IL,201437
129,572,18,METRO11300M11300,"Anderson, IN MSA",594,596,730,915,951,IN,133358
130,573,18,METRO14020MM1020,"Bloomington, IN HUD Metro FMR Area",515,608,728,1060,1233,IN,120563
131,576,18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",599,711,868,1050,1081,IN,645928
132,578,18,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",509,598,777,1053,1113,IN,73883
133,579,18,METRO18020M18020,"Columbus, IN MSA",692,700,832,1023,1178,IN,71435
134,580,18,METRO21140M21140,"Elkhart-Goshen, IN MSA",641,644,784,989,1018,IN,182791
135,581,18,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",459,545,670,827,941,IN,251366
136,583,18,METRO23060M23060,"Fort Wayne, IN MSA",511,534,678,830,852,IN,390156
137,584,18,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",585,679,811,1053,1135,IN,1489085
138,586,18,METRO29020M29020,"Kokomo, IN MSA",550,578,729,924,951,IN,101541
139,587,18,METRO29140M29140,"Lafayette, IN HUD Metro FMR Area",562,672,833,1080,1383,IN,158376
140,589,18,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",531,605,713,1004,1042,IN,201620
141,591,18,METRO33140M33140,"Michigan City-La Porte, IN MSA",484,566,716,963,993,IN,110106
142,592,18,METRO34620M34620,"Muncie, IN MSA",518,544,673,888,994,IN,118769
143,593,18,METRO43780M43780,"South Bend-Mishawaka, IN HUD Metro FMR Area",568,631,768,980,1010,IN,265559
144,594,18,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",447,498,642,799,942,IN,149192
145,642,19,METRO11180M11180,"Ames, IA MSA",585,623,763,1113,1343,IA,79981
146,643,19,METRO16300M16300,"Cedar Rapids, IA HUD Metro FMR Area",458,530,698,1006,1225,IA,191701
148,647,19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",536,639,774,996,1096,IA,481394
149,648,19,METRO20220M20220,"Dubuque, IA MSA",424,461,607,818,928,IA,89143
150,649,19,METRO26980MM3500,"Iowa City, IA HUD Metro FMR Area",513,605,768,1119,1348,IA,111006
151,651,19,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",581,654,810,1106,1142,IA,117917
152,652,19,METRO43580M43580,"Sioux City, IA-NE-SD MSA",458,536,703,885,943,IA,103877
153,653,19,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",433,535,641,791,1115,IA,140381
154,734,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",605,726,834,1128,1187,KS,715580
155,736,20,METRO29940M29940,"Lawrence, KS MSA",580,609,787,1151,1384,KS,99962
156,737,20,METRO31740M31740,"Manhattan, KS MSA",467,535,652,910,1088,KS,108999
157,738,20,METRO41140M41140,"St. Joseph, MO-KS MSA",400,489,617,779,901,KS,8249
158,739,20,METRO45820M45820,"Topeka, KS MSA",524,572,691,891,955,KS,224551
159,740,20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",468,525,677,870,991,KS,545220
160,827,21,METRO14540M14540,"Bowling Green, KY MSA",510,577,708,954,1095,KY,104166
162,830,21,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",579,600,699,1014,1044,KY,84862
163,831,21,METRO21060M21060,"Elizabethtown, KY MSA",461,499,609,886,1054,KY,107547
165,833,21,METRO26580M26580,"Huntington-Ashland, WV-KY-OH MSA",434,518,624,776,840,KY,86643
166,834,21,METRO30460M30460,"Lexington-Fayette, KY MSA",521,628,772,1055,1099,KY,408326
168,839,21,METRO36980M36980,"Owensboro, KY MSA",433,497,638,891,1029,KY,109875
169,925,22,METRO10780M10780,"Alexandria, LA MSA",561,561,676,861,884,LA,145035
170,926,22,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",681,733,852,1101,1315,LA,672653
171,927,22,METRO12940N22047,"NaN, LA HUD Metro FMR Area",553,553,666,834,860,LA,33320
172,928,22,METRO26380M26380,"Houma-Bayou Cane-Thibodaux, LA MSA",575,575,709,942,1060,LA,194477
173,929,22,METRO29180M29180,"Lafayette, LA MSA",610,672,758,1014,1220,LA,239086
174,930,22,METRO29340M29340,"Lake Charles, LA MSA",568,624,757,960,1329,LA,193568
175,931,22,METRO33740M33740,"Monroe, LA MSA",541,571,715,941,972,LA,170053
176,932,22,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",805,895,1057,1377,1494,LA,1316510
177,933,22,METRO43340M43340,"Shreveport-Bossier City, LA MSA",593,650,779,993,1024,LA,375965
178,934,22,NCNTY22001N22001,"NaN, LA",428,463,549,684,759,LA,58861
213,969,23,METRO12620MM0730,"Bangor, ME HUD Metro FMR Area",570,663,851,1087,1200,ME,87262
214,971,23,METRO30340M30340,"Lewiston-Auburn, ME MSA",479,586,735,908,1017,ME,103793
215,972,23,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",753,907,1159,1488,1543,ME,243537
216,973,23,METRO38860MM6450,"York-Kittery-South Berwick, ME HUD Metro FMR Area",890,895,1074,1564,1624,ME,41375
217,988,24,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",887,1002,1203,1545,1908,MD,2464740
218,989,24,METRO12580MM0721,"Columbia city, MD HUD Metro FMR Area",1304,1346,1573,2207,2470,MD,88254
219,990,24,METRO19060M19060,"Cumberland, MD-WV MSA",461,523,625,824,1034,MD,74930
220,991,24,METRO25180MM3180,"Hagerstown, MD HUD Metro FMR Area",604,666,845,1202,1239,MD,131923
222,993,24,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",646,770,916,1137,1299,MD,84644
224,1003,25,METRO12700M12700,"Barnstable Town, MA MSA",820,972,1261,1507,1554,MA,222230
225,1004,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1200,1275,1491,1835,2143,MA,3208714
226,1005,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",1015,1063,1335,1595,2012,MA,237393
227,1006,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",809,1017,1246,1488,1534,MA,264873
228,1007,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",880,1041,1356,1620,1784,MA,290772
229,1008,25,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",624,737,894,1143,1177,MA,84699
230,1010,25,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",786,860,1003,1201,1530,MA,233064
231,1011,25,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",748,909,1152,1419,1463,MA,108350
232,1012,25,METRO39300MM1200,"Easton-Raynham, MA HUD Metro FMR Area",890,1183,1374,1814,2267,MA,34038
233,1013,25,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",623,777,879,1050,1384,MA,159226
234,1014,25,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",647,774,966,1170,1339,MA,612256
235,1016,25,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",764,864,1046,1252,1335,MA,500104
236,1018,25,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",731,802,1017,1250,1359,MA,139439
237,1022,26,METRO11460M11460,"Ann Arbor, MI MSA",697,780,946,1269,1406,MI,322895
238,1023,26,METRO12980M12980,"Battle Creek, MI MSA",511,597,735,889,916,MI,137985
239,1024,26,METRO13020M13020,"Bay City, MI MSA",466,538,642,887,912,MI,110157
240,1025,26,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",631,701,843,1007,1038,MI,4295606
241,1027,26,METRO22420M22420,"Flint, MI MSA",557,579,705,885,914,MI,436141
242,1028,26,METRO24340M24340,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",582,622,749,956,1001,MI,574335
243,1032,26,METRO26100M26100,"Holland-Grand Haven, MI MSA",647,669,781,1138,1251,MI,238314
244,1033,26,METRO27100M27100,"Jackson, MI MSA",600,605,726,900,928,MI,158422
245,1034,26,METRO28020M28020,"Kalamazoo-Portage, MI MSA",562,591,729,976,1133,MI,314866
246,1035,26,METRO29620M29620,"Lansing-East Lansing, MI MSA",597,647,814,1055,1184,MI,447728
247,1036,26,METRO33780M33780,"Monroe, MI MSA",667,669,805,1067,1162,MI,145945
248,1037,26,METRO34740M34740,"Muskegon-Norton Shores, MI MSA",486,503,652,870,895,MI,170200
249,1038,26,METRO35660M35660,"Niles-Benton Harbor, MI MSA",491,556,691,868,1060,MI,162453
250,1039,26,METRO40980M40980,"Saginaw-Saginaw Township North, MI MSA",492,571,724,887,912,MI,210039
251,1098,27,METRO20260M20260,"Duluth, MN-WI MSA",447,539,685,870,1054,MN,232199
252,1099,27,METRO22020M22020,"Fargo, ND-MN MSA",447,520,649,947,1097,MN,51229
253,1100,27,METRO24220M24220,"Grand Forks, ND-MN MSA",433,535,668,859,1114,MN,31369
254,1101,27,METRO29100M29100,"La Crosse, WI-MN MSA",436,508,670,911,1175,MN,19718
255,1102,27,METRO31860M31860,"Mankato-North Mankato, MN MSA",532,612,722,1030,1182,MN,85712
256,1103,27,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",659,772,939,1243,1403,MN,2868847
257,1104,27,METRO40340M40340,"Rochester, MN HUD Metro FMR Area",624,682,889,1179,1287,MN,142008
258,1106,27,METRO41060M41060,"St. Cloud, MN MSA",533,581,691,974,1164,MN,167392
259,1171,28,METRO25060M25060,"Gulfport-Biloxi, MS MSA",747,781,902,1191,1289,MS,246190
260,1172,28,METRO25620M25620,"Hattiesburg, MS MSA",485,565,673,979,1010,MS,123812
261,1173,28,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",644,740,851,1061,1094,MS,469558
263,1179,28,METRO37700M37700,"Pascagoula, MS MSA",661,707,849,1228,1275,MS,150564
265,1246,29,METRO17860M17860,"Columbia, MO MSA",460,537,667,969,1149,MO,145666
266,1249,29,METRO27620N29051,"Jefferson City, MO HUD Metro FMR Area",414,467,604,880,988,MO,84459
267,1251,29,METRO27900M27900,"Joplin, MO MSA",400,475,601,774,798,MO,157322
271,1257,29,METRO44180M44180,"Springfield, MO HUD Metro FMR Area",437,500,648,942,1065,MO,325721
272,1339,30,METRO13740M13740,"Billings, MT MSA",466,525,668,935,1106,MT,138904
273,1340,30,METRO24500M24500,"Great Falls, MT MSA",405,481,624,843,983,MT,80357
274,1341,30,METRO33540M33540,"Missoula, MT MSA",514,601,748,1000,1183,MT,95802
275,1394,31,METRO30700M30700,"Lincoln, NE HUD Metro FMR Area",487,550,701,981,1214,NE,250291
278,1483,32,METRO16180M16180,"Carson City, NV MSA",642,777,967,1410,1646,NV,52457
279,1484,32,METRO29820M29820,"Las Vegas-Paradise, NV MSA",797,934,1104,1532,1862,NV,1375765
280,1485,32,METRO39900M39900,"Reno-Sparks, NV MSA",733,875,1079,1574,1896,NV,342885
283,1502,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",757,872,1077,1440,1616,NH,206609
284,1503,33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",755,927,1118,1336,1376,NH,149985
285,1504,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",826,997,1248,1670,1803,NH,201863
286,1514,34,METRO12100M12100,"Atlantic City-Hammonton, NJ MSA",879,970,1158,1503,1685,NJ,252552
287,1515,34,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1188,1299,1485,1873,2268,NJ,1373167
288,1516,34,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1133,1176,1363,1638,1760,NJ,608975
289,1517,34,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",1198,1247,1494,1950,2272,NJ,1169641
290,1518,34,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",943,1085,1345,1763,1952,NJ,1126217
291,1519,34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",926,1131,1291,1569,1804,NJ,1930552
292,1520,34,METRO36140M36140,"Ocean City, NJ MSA",760,812,1007,1310,1353,NJ,102326
294,1522,34,METRO45940M45940,"Trenton-Ewing, NJ MSA",922,1070,1288,1570,1705,NJ,350761
295,1523,34,METRO47220M47220,"Vineland-Millville-Bridgeton, NJ MSA",864,867,1052,1275,1380,NJ,146438
296,1524,35,METRO10740M10740,"Albuquerque, NM MSA",526,619,782,1139,1365,NM,729649
297,1525,35,METRO22140M22140,"Farmington, NM MSA",548,552,659,888,969,NM,113801
298,1526,35,METRO29740M29740,"Las Cruces, NM MSA",508,550,610,875,925,NM,174682
299,1527,35,METRO42140M42140,"Santa Fe, NM MSA",718,846,1019,1419,1544,NM,129292
300,1554,36,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",727,770,926,1119,1224,NY,825875
301,1555,36,METRO13780M13780,"Binghamton, NY MSA",636,639,766,999,1206,NY,252320
302,1556,36,METRO15380M15380,"Buffalo-Niagara Falls, NY MSA",636,640,766,953,1062,NY,1170111
303,1557,36,METRO21300M21300,"Elmira, NY MSA",696,696,836,1068,1186,NY,91070
304,1558,36,METRO24020M24020,"Glens Falls, NY MSA",630,699,885,1107,1275,NY,124345
305,1559,36,METRO27060M27060,"Ithaca, NY MSA",856,864,1032,1232,1448,NY,96501
306,1560,36,METRO28740M28740,"Kingston, NY MSA",792,889,1063,1347,1627,NY,177749
307,1561,36,METRO35620MM5380,"Nassau-Suffolk, NY HUD Metro FMR Area",1238,1425,1678,2265,2488,NY,2753913
308,1562,36,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1223,1322,1474,1847,1881,NY,8390776
309,1563,36,METRO39100M39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",845,981,1172,1479,1596,NY,621517
310,1564,36,METRO40380M40380,"Rochester, NY MSA",624,695,847,1038,1091,NY,1037831
311,1565,36,METRO45060M45060,"Syracuse, NY MSA",661,662,796,1026,1126,NY,650154
312,1566,36,METRO46540M46540,"Utica-Rome, NY MSA",653,654,789,984,1108,NY,299896
