,State,CBSASub,Areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2000
213,8,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",601,682,844,1218,1436,CO,516929
215,8,METRO19740M19740,"Denver-Aurora, CO MSA",607,692,876,1244,1450,CO,2179240
216,8,METRO22660M22660,"Fort Collins-Loveland, CO MSA",626,734,855,1246,1499,CO,251494
217,8,METRO24300M24300,"Grand Junction, CO MSA",569,570,684,998,1204,CO,116255
218,8,METRO24540M24540,"Greeley, CO MSA",555,570,688,1004,1194,CO,180926
219,8,METRO39380M39380,"Pueblo, CO MSA",509,530,699,914,1044,CO,141472
267,9,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",826,1036,1257,1502,1826,CT,345708
268,9,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",1000,1238,1526,1879,2257,CT,183303
269,9,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",1172,1417,1801,2374,3085,CT,353556
270,9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",673,806,985,1183,1469,CT,1101732
272,9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",921,1001,1159,1456,1568,CT,113771
273,9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",834,946,1142,1367,1562,CT,523037
274,9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",599,766,921,1103,1179,CT,187200
275,9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",696,842,990,1222,1355,CT,237630
276,9,METRO35980MM3280,"Colchester-Lebanon, CT HUD Metro FMR Area",685,802,1054,1261,1301,CT,21458
279,10,METRO20100M20100,"Dover, DE MSA",665,722,800,1083,1389,DE,126697
280,10,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",748,854,1021,1249,1506,DE,500265
282,11,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",1025,1168,1324,1708,2235,DC,572059
283,12,METRO15980M15980,"Cape Coral-Fort Myers, FL MSA",758,830,946,1296,1333,FL,440888
284,12,METRO19660M19660,"Deltona-Daytona Beach-Ormond Beach, FL MSA",672,721,895,1155,1189,FL,443343
285,12,METRO23020M23020,"Fort Walton Beach-Crestview-Destin, FL MSA",628,722,814,1187,1343,FL,170498
286,12,METRO23540M23540,"Gainesville, FL MSA",610,699,795,1161,1196,FL,232392
287,12,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",706,787,923,1178,1370,FL,1100491
289,12,METRO29460M29460,"Lakeland, FL MSA",629,687,794,1045,1228,FL,483924
290,12,METRO33100MM2680,"Fort Lauderdale, FL HUD Metro FMR Area",908,1016,1221,1689,2144,FL,1623018
291,12,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",849,965,1157,1499,1767,FL,2253362
292,12,METRO33100MM8960,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",859,1006,1188,1680,1731,FL,1131184
293,12,METRO34940M34940,"Naples-Marco Island, FL MSA",894,991,1105,1411,1693,FL,251377
294,12,METRO36100M36100,"Ocala, FL MSA",623,657,754,1034,1064,FL,258916
295,12,METRO36740M36740,"Orlando-Kissimmee, FL MSA",748,814,927,1169,1429,FL,1644561
296,12,METRO37340M37340,"Palm Bay-Melbourne-Titusville, FL MSA",600,740,856,1177,1347,FL,476230
297,12,METRO37380M37380,"Palm Coast, FL MSA",678,771,968,1338,1698,FL,49832
298,12,METRO37460M37460,"Panama City-Lynn Haven, FL MSA",647,667,779,1095,1216,FL,148217
299,12,METRO37860M37860,"Pensacola-Ferry Pass-Brent, FL MSA",629,684,760,1107,1335,FL,412153
300,12,METRO38940M38940,"Port St. Lucie, FL MSA",725,732,917,1182,1217,FL,319426
301,12,METRO39460M39460,"Punta Gorda, FL MSA",619,692,870,1269,1530,FL,141627
302,12,METRO42260M42260,"Sarasota-Bradenton-Venice, FL MSA",761,833,1002,1280,1406,FL,589959
303,12,METRO42680M42680,"Sebastian-Vero Beach, FL MSA",603,718,918,1126,1159,FL,112947
304,12,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",654,719,904,1218,1253,FL,297441
306,12,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",698,782,941,1212,1477,FL,2395997
335,13,METRO10500M10500,"Albany, GA MSA",540,570,649,867,958,GA,157833
337,13,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",715,777,864,1070,1200,GA,4164323
343,13,METRO15260M15260,"Brunswick, GA MSA",536,583,646,926,1136,GA,93044
344,13,METRO16860M16860,"Chattanooga, TN-GA MSA",550,585,683,868,966,GA,129489
346,13,METRO19140M19140,"Dalton, GA HUD Metro FMR Area",541,587,650,855,881,GA,83525
348,13,METRO23580M23580,"Gainesville, GA MSA",710,770,858,1086,1357,GA,139277
349,13,METRO25980M25980,"Hinesville-Fort Stewart, GA HUD Metro FMR Area",515,558,623,889,1011,GA,61610
351,13,METRO31420M31420,"Macon, GA MSA",563,611,680,819,863,GA,200611
353,13,METRO40660M40660,"Rome, GA MSA",484,533,658,819,845,GA,90565
354,13,METRO42340M42340,"Savannah, GA MSA",678,737,831,1101,1256,GA,293000
355,13,METRO46660M46660,"Valdosta, GA MSA",536,546,646,910,937,GA,119560
356,13,METRO47580M47580,"Warner Robins, GA MSA",608,611,737,1049,1170,GA,110765
446,15,METRO26180M26180,"Honolulu, HI MSA",1131,1348,1630,2377,2799,HI,876156
451,16,METRO14260M14260,"Boise City-Nampa, ID HUD Metro FMR Area",509,606,692,1006,1107,ID,449659
453,16,METRO17660M17660,"Coeur d'Alene, ID MSA",557,603,724,1053,1182,ID,108685
454,16,METRO26820M26820,"Idaho Falls, ID MSA",463,507,634,875,1082,ID,101677
455,16,METRO30300M30300,"Lewiston, ID-WA MSA",487,506,638,880,1062,ID,37410
456,16,METRO30860M30860,"Logan, UT-ID MSA",485,516,636,868,1070,ID,11329
457,16,METRO38540M38540,"Pocatello, ID MSA",414,474,596,868,1048,ID,83103
490,17,METRO14060M14060,"Bloomington-Normal, IL MSA",503,564,716,956,1227,IL,150433
491,17,METRO16580M16580,"Champaign-Urbana, IL MSA",493,590,702,937,1231,IL,210275
492,17,METRO16980M16980,"Chicago-Naperville-Joliet, IL HUD Metro FMR Area",734,840,944,1154,1304,IL,8091720
496,17,METRO19180M19180,"Danville, IL MSA",392,458,603,732,755,IL,83919
497,17,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",488,538,677,875,947,IL,217351
498,17,METRO19500M19500,"Decatur, IL MSA",400,493,612,830,856,IL,114706
499,17,METRO28100M28100,"Kankakee-Bradley, IL MSA",496,556,710,925,998,IL,103833
500,17,METRO37900M37900,"Peoria, IL MSA",454,529,662,853,984,IL,366899
501,17,METRO40420M40420,"Rockford, IL MSA",486,546,708,931,959,IL,320204
502,17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",566,617,766,999,1068,IL,604929
505,17,METRO44100M44100,"Springfield, IL MSA",433,514,661,873,997,IL,201437
572,18,METRO11300M11300,"Anderson, IN MSA",566,567,695,872,906,IN,133358
573,18,METRO14020MM1020,"Bloomington, IN HUD Metro FMR Area",490,579,693,1009,1173,IN,120563
576,18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",547,649,793,960,987,IN,645928
578,18,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",509,598,777,1053,1113,IN,73883
579,18,METRO18020M18020,"Columbus, IN MSA",657,664,790,972,1119,IN,71435
580,18,METRO21140M21140,"Elkhart-Goshen, IN MSA",609,612,745,939,967,IN,182791
581,18,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",438,520,639,789,898,IN,251366
583,18,METRO23060M23060,"Fort Wayne, IN MSA",518,541,687,841,864,IN,390156
584,18,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",559,650,776,1007,1086,IN,1489085
586,18,METRO29020M29020,"Kokomo, IN MSA",523,550,694,879,905,IN,101541
587,18,METRO29140M29140,"Lafayette, IN HUD Metro FMR Area",534,638,791,1025,1313,IN,158376
589,18,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",528,601,709,998,1037,IN,201620
591,18,METRO33140M33140,"Michigan City-La Porte, IN MSA",460,539,681,916,945,IN,110106
592,18,METRO34620M34620,"Muncie, IN MSA",492,517,640,844,945,IN,118769
593,18,METRO43780M43780,"South Bend-Mishawaka, IN HUD Metro FMR Area",542,602,732,934,963,IN,265559
594,18,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",426,474,611,760,896,IN,149192
642,19,METRO11180M11180,"Ames, IA MSA",565,601,736,1074,1295,IA,79981
643,19,METRO16300M16300,"Cedar Rapids, IA HUD Metro FMR Area",441,511,673,970,1181,IA,191701
647,19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",534,636,770,991,1090,IA,481394
648,19,METRO20220M20220,"Dubuque, IA MSA",409,445,586,789,896,IA,89143
649,19,METRO26980MM3500,"Iowa City, IA HUD Metro FMR Area",494,583,740,1078,1299,IA,111006
651,19,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",538,605,750,1024,1058,IA,117917
652,19,METRO43580M43580,"Sioux City, IA-NE-SD MSA",441,516,677,852,908,IA,103877
653,19,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",418,517,619,764,1076,IA,140381
734,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",547,657,754,1020,1073,KS,715580
736,20,METRO29940M29940,"Lawrence, KS MSA",535,562,726,1061,1276,KS,99962
737,20,METRO41140M41140,"St. Joseph, MO-KS MSA",386,471,594,750,868,KS,8249
738,20,METRO45820M45820,"Topeka, KS MSA",483,527,637,822,880,KS,224551
739,20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",454,509,657,844,962,KS,545220
829,21,METRO14540M14540,"Bowling Green, KY MSA",495,559,686,925,1061,KY,104166
832,21,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",546,566,659,956,984,KY,84862
833,21,METRO21060M21060,"Elizabethtown, KY MSA",447,483,590,858,1021,KY,107547
835,21,METRO26580M26580,"Huntington-Ashland, WV-KY-OH MSA",416,497,599,745,806,KY,86643
836,21,METRO30460M30460,"Lexington-Fayette, KY MSA",487,587,722,987,1027,KY,408326
841,21,METRO36980M36980,"Owensboro, KY MSA",420,481,618,863,997,KY,109875
927,22,METRO10780M10780,"Alexandria, LA MSA",494,494,595,757,778,LA,145035
928,22,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",650,700,814,1052,1256,LA,672653
930,22,METRO26380M26380,"Houma-Bayou Cane-Thibodaux, LA MSA",506,506,624,829,933,LA,194477
931,22,METRO29180M29180,"Lafayette, LA MSA",537,592,667,892,1074,LA,239086
932,22,METRO29340M29340,"Lake Charles, LA MSA",500,549,666,844,1169,LA,193568
933,22,METRO33740M33740,"Monroe, LA MSA",475,502,628,826,853,LA,170053
934,22,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",808,898,1060,1381,1498,LA,1316510
935,22,METRO43340M43340,"Shreveport-Bossier City, LA MSA",522,573,686,875,902,LA,375965
971,23,METRO12620MM0730,"Bangor, ME HUD Metro FMR Area",533,619,795,1015,1121,ME,87262
973,23,METRO30340M30340,"Lewiston-Auburn, ME MSA",448,548,687,848,951,ME,103793
974,23,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",704,848,1083,1391,1441,ME,243537
975,23,METRO38860MM6450,"York-Kittery-South Berwick, ME HUD Metro FMR Area",831,835,1003,1460,1517,ME,41375
990,24,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",747,844,1013,1301,1607,MD,2464740
991,24,METRO12580MM0721,"Columbia city, MD HUD Metro FMR Area",1180,1219,1424,1998,2236,MD,88254
992,24,METRO19060M19060,"Cumberland, MD-WV MSA",428,485,580,765,960,MD,74930
993,24,METRO25180MM3180,"Hagerstown, MD HUD Metro FMR Area",544,600,761,1082,1116,MD,131923
995,24,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",595,710,844,1047,1197,MD,84644
1005,25,METRO12700M12700,"Barnstable Town, MA MSA",781,927,1202,1436,1481,MA,222230
1006,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1153,1224,1432,1763,2058,MA,3208714
1007,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",964,1010,1269,1516,1912,MA,237393
1008,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",779,980,1201,1434,1478,MA,264873
1009,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",837,990,1289,1540,1696,MA,290772
1010,25,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",595,702,852,1089,1121,MA,84699
1012,25,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",800,874,1020,1221,1556,MA,233064
1013,25,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",713,867,1099,1354,1396,MA,108350
1014,25,METRO39300MM1200,"Easton-Raynham, MA HUD Metro FMR Area",850,1130,1312,1732,2165,MA,34038
1015,25,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",593,739,836,999,1316,MA,159226
1016,25,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",593,709,885,1072,1227,MA,612256
1018,25,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",744,842,1019,1220,1300,MA,500104
1020,25,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",696,764,968,1190,1293,MA,139439
1024,26,METRO11460M11460,"Ann Arbor, MI MSA",739,826,1003,1345,1490,MI,322895
1025,26,METRO12980M12980,"Battle Creek, MI MSA",493,576,709,857,883,MI,137985
1026,26,METRO13020M13020,"Bay City, MI MSA",451,520,621,858,882,MI,110157
1027,26,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",639,709,853,1018,1050,MI,4295606
1029,26,METRO22420M22420,"Flint, MI MSA",526,547,666,836,863,MI,436141
1030,26,METRO24340M24340,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",545,583,702,896,939,MI,574335
1034,26,METRO26100M26100,"Holland-Grand Haven, MI MSA",624,645,753,1097,1206,MI,238314
1035,26,METRO27100M27100,"Jackson, MI MSA",579,584,701,869,896,MI,158422
