,report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita,state,0bed,1bed,2bed,3bed,4bed,Mean_Rent,Unemployment Rate %,Median Income
11,2005,TXDPD00,Dallas,1230303,15429,202,562,7783,6882,12,1254.08,16.42,45.68,632.61,559.37,TX,633,713,868,1147,1412,954.6,5.4,41422
12,2005,CODPD00,Denver,564552,4446,59,316,2642,1429,12,787.53,10.45,55.97,467.98,253.12,CO,674,768,973,1382,1612,1081.8,5,50449
13,2005,MI82349,Detroit,900932,21274,373,590,13485,6826,12,2361.33,41.4,65.49,1496.78,757.66,MI,606,670,805,962,992,807,6.8,45933
14,2005,TX07102,El Paso,601839,2621,14,301,1858,448,12,435.5,2.33,50.01,308.72,74.44,TX,458,494,584,845,989,674,5.4,41422
15,2005,TX22012,Fort Worth,613261,3920,60,311,2170,1379,12,639.21,9.78,50.71,353.85,224.86,TX,558,597,732,995,1125,801.4,5.4,41422
16,2005,CA01005,Fresno,460758,3897,49,149,2424,1275,12,845.78,10.63,32.34,526.09,276.72,CA,504,556,650,947,1062,743.8,5.4,51755
17,2005,HI00200,Honolulu,908521,2570,15,234,1480,841,12,282.88,1.65,25.76,162.9,92.57,HI,711,848,1024,1492,1759,1166.8,2.9,59586
18,2005,TXHPD00,Houston,2045732,23987,334,872,11653,11128,12,1172.54,16.33,42.63,569.62,543.96,TX,589,657,801,1071,1347,893,5.4,41422
19,2005,INIPD00,Indianapolis,800304,7948,108,527,4039,3274,12,993.12,13.49,65.85,504.68,409.09,IN,507,584,702,908,981,736.4,5.5,42437
20,2005,FL01602,Jacksonville,795259,6600,91,189,4067,2253,12,829.92,11.44,23.77,511.41,283.3,FL,571,638,749,961,1127,809.2,3.7,42990
21,2005,CA01942,Los Angeles,3871077,31767,489,1105,16376,13797,12,820.62,12.63,28.55,423.03,356.41,CA,784,945,1186,1614,1990,1303.8,5.4,51755
22,2005,AZ00717,Mesa,452340,2280,29,194,1597,460,12,504.05,6.41,42.89,353.05,101.69,AZ,578,677,817,1190,1420,936.4,4.7,45245
23,2005,FL01306,Miami,388295,6134,54,62,3999,2019,12,1579.73,13.91,15.97,1029.89,519.97,FL,682,775,929,1204,1419,1001.8,3.7,42990
24,2005,WIMPD00,Milwaukee,586500,6027,121,158,2811,2937,12,1027.62,20.63,26.94,479.28,500.77,WI,519,619,737,931,958,752.8,4.7,44650
25,2005,MN02711,Minneapolis,376277,5472,47,402,2439,2584,12,1454.25,12.49,106.84,648.19,686.73,MN,651,763,928,1229,1386,991.4,4.1,54215
26,2005,TN01901,Nashville,557034,8982,95,344,6103,2440,12,1612.47,17.05,61.76,1095.62,438.03,TN,572,638,740,986,1090,805.2,5.6,39406
27,2005,LANPD00,New Orleans,463072,2090,138,89,1107,756,6,451.33,29.8,19.22,239.06,163.26,LA,545,602,711,926,1006,758,7.2,37236
28,2005,NY03030,New York,8115690,54623,539,1412,27950,24722,12,673.05,6.64,17.4,344.39,304.62,NY,916,988,1102,1379,1428,1162.6,5,47176
29,2005,NJNPD00,Newark,281063,2821,97,83,1391,1250,12,1003.69,34.51,29.53,494.91,444.74,NJ,735,891,1020,1242,1403,1058.2,4.5,63368
30,2005,CA00109,Oakland,400619,5692,93,306,2621,2672,12,1420.8,23.21,76.38,654.24,666.97,CA,945,1132,1342,1870,2293,1516.4,5.4,51755
31,2005,OK05506,Oklahoma City,531688,4538,54,358,2933,1193,12,853.51,10.16,67.33,551.64,224.38,OK,439,476,581,801,915,642.4,4.5,37645
32,2005,FL04804,Orlando,210290,3801,22,165,2410,1204,12,1807.5,10.46,78.46,1146.04,572.54,FL,714,777,885,1114,1365,971,3.7,42990
33,2005,AZ00723,Phoenix,1466296,10691,220,533,5701,4237,12,729.12,15,36.35,388.8,288.96,AZ,578,677,817,1190,1420,936.4,4.7,45245
34,2005,PAPPD00,Pittsburgh,330780,3385,63,117,1588,1617,12,1023.34,19.05,35.37,480.08,488.84,PA,525,574,694,882,937,722.4,5,46300
35,2005,OR02602,Portland,540389,3858,20,325,2376,1137,12,713.93,3.7,60.14,439.68,210.4,OR,555,643,739,1076,1297,862,6.2,44159
36,2005,NC09201,Raleigh,332084,2050,19,88,1181,762,12,617.31,5.72,26.5,355.63,229.46,NC,636,740,829,1097,1249,910.2,5.2,42056
37,2005,CA03404,Sacramento,457347,5265,52,170,3025,2018,12,1151.2,11.37,37.17,661.42,441.24,CA,707,812,971,1403,1639,1106.4,5.4,51755
38,2005,UT01803,Salt Lake City,184627,1301,9,76,797,419,12,704.66,4.87,41.16,431.68,226.94,UT,570,634,747,1052,1225,845.6,4.1,54813
39,2005,TXSPD00,San Antonio,1256584,8007,86,593,5174,2154,12,637.2,6.84,47.19,411.75,171.42,TX,519,574,716,957,1139,781,5.4,41422
40,2005,CA03711,San Diego,1272148,6603,51,376,4314,1862,12,519.04,4.01,29.56,339.11,146.37,CA,854,975,1183,1725,2080,1363.4,5.4,51755
41,2005,CA03801,San Francisco,749172,5985,96,172,2639,3078,12,798.88,12.81,22.96,352.26,410.85,CA,1065,1305,1638,2172,2334,1702.8,5.4,51755
42,2005,CA04313,San Jose,910528,3492,26,263,2319,884,12,383.51,2.86,28.88,254.69,97.09,CA,942,1107,1313,1779,1958,1419.8,5.4,51755
43,2005,WASPD00,Seattle,579215,4109,25,138,2339,1607,12,709.41,4.32,23.83,403.82,277.44,WA,654,745,894,1271,1569,1026.6,5.6,50646
44,2005,FL02902,Tampa,329035,4707,20,210,3317,1160,12,1430.55,6.08,63.82,1008.1,352.55,FL,597,669,805,1037,1264,874.4,3.7,42990
45,2005,AZ01003,Tucson,529447,5048,55,378,2930,1685,12,953.45,10.39,71.4,553.41,318.26,AZ,497,584,761,1102,1237,836.2,4.7,45245
46,2005,OK07205,Tulsa,386414,4995,58,303,3538,1096,12,1292.66,15.01,78.41,915.6,283.63,OK,469,509,640,857,930,681,4.5,37645
47,2005,DCMPD00,Washington,550521,7716,195,165,3854,3502,12,1401.58,35.42,29.97,700.06,636.12,DC,915,1045,1187,1537,2000,1336.8,6.4,44993
48,2005,KS08703,"Wichita, KS",355011,2644,12,186,1950,496,12,744.77,3.38,52.39,549.28,139.71,KS,429,481,624,806,908,649.6,5,42027
49,2006,NM00101,Albuquerque,500955,4550,34,286,3059,1171,12,908.27,6.79,57.09,610.63,233.75,NM,485,571,721,1050,1259,817.2,4.2,40028
50,2006,TX22001,Arlington,373086,2728,14,192,1632,890,12,731.2,3.75,51.46,437.43,238.55,TX,550,589,725,983,1105,790.4,4.9,43307
51,2006,GAAPD00,Atlanta,485804,7548,110,171,4308,2959,12,1553.71,22.64,35.2,886.78,609.09,GA,677,735,818,1014,1136,876,4.7,49344
52,2006,CO00101,Aurora,302855,1857,18,217,1022,600,12,613.16,5.94,71.65,337.46,198.11,CO,616,702,889,1262,1471,988,4.3,55697
53,2006,TX22701,Austin,709813,3658,20,319,1961,1358,12,515.35,2.82,44.94,276.27,191.32,TX,578,658,804,1093,1265,879.6,4.9,43307
54,2006,MDBPD00,Baltimore,637556,10816,276,138,6173,4229,12,1696.48,43.29,21.65,968.23,663.31,MD,700,791,950,1220,1507,1033.6,3.9,63668
55,2006,MA01301,Boston,562393,7533,75,275,4485,2698,12,1339.45,13.34,48.9,797.49,479.74,MA,1154,1226,1434,1765,2061,1528,4.9,55330
56,2006,NY01401,Buffalo,280494,3957,74,174,2001,1708,12,1410.73,26.38,62.03,713.38,608.93,NY,519,523,625,778,867,662.4,4.5,48222
57,2006,NC06001,Charlotte,699398,7532,83,346,3896,3207,12,1076.93,11.87,49.47,557.05,458.54,NC,593,644,714,915,1145,802.2,4.7,39797
58,2006,ILCPD00,Chicago,2857796,35363,468,1587,17445,15863,12,1237.42,16.38,55.53,610.44,555.08,IL,701,802,901,1102,1244,950,4.5,48671
59,2006,OHCLP00,Cleveland,452759,7030,77,455,2201,4297,12,1552.7,17.01,100.49,486.13,949.07,OH,524,598,728,954,1025,765.8,5.4,45900
